"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Wealth","Sex","Location","Language","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel3_m","rlevel4_m","rlevel1_se","rlevel2_se","rlevel3_se","rlevel4_se","rlevel1_no","rlevel2_no","rlevel3_no","rlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Sex","3","Female",,,0.3208,0.0852,0.0087,7e-04,0.0294,0.0186,0.0055,0.0019,154,47,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Sex","3","Male",,,0.3519,0.0985,0.0107,8e-04,0.0318,0.0215,0.007,0.0021,146,49,4,1,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Sex","4","Female",,,0.4009,0.1146,0.0124,5e-04,0.0303,0.0236,0.0077,0.0016,197,64,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Sex","4","Male",,,0.4044,0.1251,0.0236,0.0014,0.0348,0.0223,0.0118,0.0042,179,58,11,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Sex","5","Female",,,0.5307,0.2139,0.0368,0.0012,0.0342,0.0271,0.0128,0.0023,254,110,22,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Sex","5","Male",,,0.5188,0.21,0.0461,0.0062,0.0329,0.0252,0.0136,0.0046,263,102,20,2,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","1","Female",,,0.1642,0.0183,5e-04,0,0.0233,0.0086,0.0018,0,77,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","1","Male",,,0.2446,0.0438,0.002,0,0.034,0.0147,0.0032,0,85,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","2","Female",,,0.214,0.0227,0,0,0.0264,0.0097,0,0,100,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","2","Male",,,0.3204,0.0671,0.0026,0,0.0308,0.0173,0.0026,0,126,26,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","3","Female",,,0.2686,0.0475,0.0014,0,0.0326,0.0142,0.0029,0,120,19,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","3","Male",,,0.3496,0.0779,0.0038,0,0.0402,0.0188,0.0042,0,154,30,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","4","Female",,,0.4253,0.0956,0.0029,0,0.0393,0.0285,0.004,0,163,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","4","Male",,,0.4594,0.1332,0.0147,4e-04,0.0292,0.0199,0.0089,0.0019,202,61,6,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","5","Female",,,0.5801,0.1826,0.0153,0.0019,0.0593,0.0459,0.0104,0.003,195,53,6,1,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Sex","5","Male",,,0.628,0.2616,0.0355,0.0033,0.034,0.0327,0.0118,0.0034,307,138,15,1,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","1","Female",,,0.2029,0.0481,0.0078,0.001,0.0329,0.0162,0.0059,0.0029,94,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","1","Male",,,0.2323,0.0611,0.0089,0,0.0347,0.0176,0.0079,0,99,22,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","2","Female",,,0.2077,0.0465,0.0083,6e-04,0.0237,0.0129,0.0057,0.0017,99,24,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","2","Male",,,0.2406,0.0593,0.0055,2e-04,0.0296,0.0163,0.0053,6e-04,103,31,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","3","Female",,,0.2209,0.0655,0.0137,0.0012,0.0276,0.0152,0.0081,0.0022,111,32,6,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","3","Male",,,0.2582,0.0678,0.0121,9e-04,0.0312,0.0179,0.0077,0.0022,102,27,7,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","4","Female",,,0.2297,0.0619,0.0089,3e-04,0.025,0.0139,0.0064,0.0013,115,29,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","4","Male",,,0.2615,0.0923,0.0151,6e-04,0.0291,0.0192,0.0083,0.0014,109,46,7,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","5","Female",,,0.3755,0.1726,0.0711,0.0173,0.0357,0.0318,0.021,0.0114,166,81,30,11,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Sex","5","Male",,,0.3597,0.165,0.0612,0.019,0.0336,0.021,0.0167,0.0108,161,73,27,10,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","1","Female",,,0.0283,0.0038,0,0,0.0098,0.0035,0,0,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","1","Male",,,0.0307,0.0017,0,0,0.0121,0.0017,0,0,20,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","2","Female",,,0.0724,0.0102,9e-04,0,0.0195,0.0063,0.0021,0,43,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","2","Male",,,0.0477,0.0036,2e-04,0,0.0124,0.0046,7e-04,0,26,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","3","Female",,,0.1113,0.0243,0.0025,2e-04,0.025,0.0104,0.0026,9e-04,58,16,2,1,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","3","Male",,,0.1052,0.0161,6e-04,0,0.0246,0.0083,0.0015,0,48,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","4","Female",,,0.2068,0.0515,0.0038,0,0.0437,0.022,0.0041,0,89,18,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","4","Male",,,0.159,0.0357,0.0075,3e-04,0.0336,0.0136,0.0058,0.0014,80,19,4,1,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","5","Female",,,0.2747,0.0809,0.0135,0,0.0456,0.0231,0.0081,0,122,39,5,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Sex","5","Male",,,0.2344,0.0831,0.0092,0,0.0415,0.0235,0.0069,0,91,34,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","1",,"Urban",,0.4352,0.1359,0.026,0.0026,0.0272,0.0166,0.0094,0.0024,353,101,13,1,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","1",,"Rural",,0.4383,0.1608,0.0336,0.0029,0.0552,0.0448,0.019,0.0031,143,59,10,1,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","2",,"Urban",,0.4926,0.1607,0.033,0.0021,0.0238,0.0165,0.0066,0.0022,433,146,30,2,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","2",,"Rural",,0.478,0.1328,0.0317,0.0033,0.0447,0.0342,0.0149,0.0052,123,32,8,2,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","3",,"Urban",,0.5699,0.2396,0.0586,0.0075,0.0227,0.0192,0.0112,0.0043,515,221,54,7,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","3",,"Rural",,0.5666,0.2479,0.0809,0.01,0.0493,0.0436,0.0303,0.0112,111,47,12,2,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","4",,"Urban",,0.7058,0.3853,0.119,0.0145,0.0226,0.0242,0.0145,0.0055,672,359,111,15,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","4",,"Rural",,0.7179,0.3949,0.1032,0.0275,0.0588,0.0677,0.0439,0.0228,95,55,13,4,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","5",,"Urban",,0.845,0.5383,0.1985,0.0262,0.0183,0.0309,0.0229,0.0082,789,507,183,27,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location","5",,"Rural",,0.8711,0.6162,0.2637,0.0549,0.0467,0.0734,0.0605,0.0245,142,105,46,10,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","1",,"Urban",,0.2693,0.0401,0.0054,0,0.0323,0.0153,0.0099,0,120,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","1",,"Rural",,0.1345,0.0109,1e-04,0,0.0242,0.0068,5e-04,0,71,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","2",,"Urban",,0.3317,0.062,0.0028,0,0.0356,0.0153,0.0031,0,173,28,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","2",,"Rural",,0.1385,0.0134,0,0,0.0281,0.0093,0,0,70,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","3",,"Urban",,0.3916,0.0824,0.0062,0,0.0296,0.0191,0.0043,0,292,64,5,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","3",,"Rural",,0.1676,0.0136,0,0,0.032,0.0109,0,0,54,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","4",,"Urban",,0.5069,0.1538,0.0186,9e-04,0.0299,0.0226,0.0079,0.0012,430,126,17,2,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","4",,"Rural",,0.2644,0.0299,5e-04,0,0.0499,0.0261,0.0025,0,41,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","5",,"Urban",,0.6951,0.3209,0.0687,0.0036,0.0351,0.0428,0.0183,0.0032,634,277,60,4,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location","5",,"Rural",,0.2917,0.0656,0,0,0.087,0.0446,0,0,24,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","1",,"Urban",,0.303,0.0661,0.0052,0,0.0251,0.0146,0.0039,0,181,43,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","1",,"Rural",,0.2666,0.0728,0.0088,0,0.0402,0.0205,0.0087,0,95,26,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","2",,"Urban",,0.3625,0.0901,0.0072,2e-04,0.0281,0.0167,0.0048,7e-04,239,60,7,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","2",,"Rural",,0.3121,0.0629,0.0052,0.0028,0.0468,0.0221,0.005,0.0032,80,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","3",,"Urban",,0.4304,0.1276,0.0246,0.0021,0.0262,0.0196,0.0086,0.0021,294,90,19,2,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","3",,"Rural",,0.2998,0.0788,0.0056,2e-04,0.0442,0.0318,0.0052,8e-04,76,19,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","4",,"Urban",,0.4776,0.1932,0.0501,0.0098,0.0336,0.026,0.0173,0.0067,362,153,42,7,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","4",,"Rural",,0.2877,0.0791,0.0128,0,0.0583,0.0295,0.0081,0,39,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","5",,"Urban",,0.7247,0.4012,0.153,0.0273,0.0372,0.05,0.033,0.0103,588,332,132,25,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location","5",,"Rural",,0.4268,0.226,0.0616,0.0036,0.0733,0.0797,0.0499,0.0074,36,16,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","1",,"Urban",,0.3324,0.0494,8e-04,0,0.0656,0.0375,0.0033,0,29,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","1",,"Rural",,0.1836,0.0288,0.002,0,0.0216,0.0108,0.0023,0,159,30,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","2",,"Urban",,0.3927,0.1352,0.0166,0,0.0608,0.0412,0.0158,0,63,23,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","2",,"Rural",,0.2494,0.0531,0.0052,0,0.0272,0.0134,0.0042,0,198,32,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","3",,"Urban",,0.4922,0.1504,0.0215,0.0028,0.0583,0.0399,0.0155,0.0052,91,26,4,1,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","3",,"Rural",,0.2903,0.0745,0.0062,2e-04,0.0236,0.0157,0.004,7e-04,209,70,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","4",,"Urban",,0.5503,0.1907,0.0361,0.0025,0.0451,0.0343,0.0133,0.0055,202,71,11,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","4",,"Rural",,0.3186,0.0791,0.0071,0,0.032,0.0167,0.0055,1e-04,174,51,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","5",,"Urban",,0.6348,0.2901,0.064,0.0055,0.0285,0.0282,0.0166,0.0036,361,168,34,2,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","5",,"Rural",,0.3962,0.1208,0.0157,0.0019,0.0373,0.0204,0.0091,0.004,156,44,8,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","1",,"Urban",,0.2292,0.0326,0.0012,0,0.03,0.011,0.0023,0,110,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","1",,"Rural",,0.1545,0.0232,0.001,0,0.0292,0.0116,0.0026,0,52,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","2",,"Urban",,0.2689,0.0436,7e-04,0,0.0287,0.0125,0.0016,0,156,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","2",,"Rural",,0.2558,0.0445,0.0023,0,0.0419,0.0195,0.0028,0,70,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","3",,"Urban",,0.3485,0.0764,0.003,0,0.0319,0.0147,0.0034,0,223,43,5,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","3",,"Rural",,0.1932,0.0225,0.0016,0,0.0462,0.012,0.0029,0,51,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","4",,"Urban",,0.4682,0.1237,0.0095,3e-04,0.0306,0.0208,0.006,0.0013,294,71,5,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","4",,"Rural",,0.3491,0.0852,0.0084,0,0.0633,0.022,0.0176,0,71,22,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","5",,"Urban",,0.628,0.2356,0.0275,0.0028,0.0306,0.0276,0.0088,0.0022,410,156,15,1,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","5",,"Rural",,0.4499,0.1593,0.0194,0.002,0.1039,0.0566,0.0161,0.0027,92,35,6,1,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","1",,"Urban",,0.2276,0.0538,0.0077,2e-04,0.0309,0.0152,0.006,8e-04,99,24,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","1",,"Rural",,0.2085,0.0548,0.0089,8e-04,0.0447,0.0209,0.0066,0.0024,94,20,6,1,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","2",,"Urban",,0.2479,0.0657,0.0091,4e-04,0.0258,0.0154,0.006,0.0012,149,40,7,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","2",,"Rural",,0.1852,0.0326,0.0041,4e-04,0.0324,0.0127,0.0056,0.0017,53,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","3",,"Urban",,0.2731,0.0767,0.0168,0.0017,0.023,0.0148,0.0077,0.0021,158,46,13,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","3",,"Rural",,0.1763,0.0487,0.0063,0,0.0361,0.0163,0.0067,0,55,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","4",,"Urban",,0.2694,0.087,0.0144,6e-04,0.0253,0.0153,0.0067,0.0013,176,63,10,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","4",,"Rural",,0.1837,0.0483,0.0053,0,0.0286,0.0175,0.0062,0,48,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","5",,"Urban",,0.4121,0.1964,0.0797,0.0216,0.0316,0.0264,0.0199,0.0116,296,145,56,21,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","5",,"Rural",,0.1984,0.0639,0.0152,0.0047,0.047,0.0264,0.0142,0.0081,31,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","1",,"Urban",,0.0751,0.0124,0,0,0.0282,0.0089,0,0,19,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","1",,"Rural",,0.0203,6e-04,0,0,0.0068,0.001,0,0,15,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","2",,"Urban",,0.1198,0.0103,3e-04,0,0.0336,0.0093,0.0015,0,47,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","2",,"Rural",,0.0289,0.0054,7e-04,0,0.0087,0.0035,0.0013,0,22,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","3",,"Urban",,0.1682,0.0382,0.0034,2e-04,0.0376,0.016,0.0035,0.0011,78,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","3",,"Rural",,0.0602,0.0063,3e-04,0,0.0182,0.0043,6e-04,0,28,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","4",,"Urban",,0.2455,0.069,0.0072,0,0.0528,0.0273,0.0061,0,116,29,5,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","4",,"Rural",,0.1195,0.0177,0.0038,3e-04,0.0273,0.0081,0.0034,0.0014,53,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","5",,"Urban",,0.2871,0.0965,0.0131,0,0.0594,0.0315,0.0082,0,134,48,5,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","5",,"Rural",,0.2219,0.0648,0.0099,0,0.0431,0.0194,0.007,0,79,25,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","1",,,"Yes",0.4366,0.1457,0.029,0.0027,0.0247,0.0186,0.0089,0.002,486,157,23,2,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","1",,,"No",0.3844,0.0277,0,0,0.1916,0.0569,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","2",,,"Yes",0.4921,0.1552,0.0333,0.0024,0.0208,0.0148,0.0063,0.0021,549,174,38,4,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","2",,,"No",0.3062,0.1297,0.0075,0,0.1628,0.0992,0.0309,0,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","3",,,"Yes",0.5707,0.24,0.0607,0.0075,0.0207,0.0185,0.0101,0.004,618,264,64,9,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","3",,,"No",0.6017,0.3342,0.2431,0.054,0.2508,0.2243,0.229,0.1553,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","4",,,"Yes",0.708,0.3856,0.1185,0.0165,0.0207,0.0232,0.0137,0.0056,750,404,123,19,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","4",,,"No",0.5532,0.2845,0.0571,0,0.1745,0.1481,0.0895,0,8,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","5",,,"Yes",0.8503,0.5514,0.2078,0.0299,0.0172,0.0296,0.0207,0.0081,910,596,225,37,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","5",,,"No",0.6972,0.4652,0.2536,0.0804,0.1864,0.1818,0.1434,0.0822,11,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","1",,,"Yes",0.2086,0.0266,0.0028,0,0.0214,0.0091,0.0051,0,174,26,1,0,,,,,,,,,,,,,,,,,,,,,,,,
