"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"MAR",2019,4,"Primary","TIMSS","Morocco",504,"Sex","Female",,,,0.4299,0.1907,0.0565,0.0197,0.0194,0.0166,0.0125,0.0108,1435,559,128,39,,,,,,,,,,,,
"MAR",2019,4,"Primary","TIMSS","Morocco",504,"Sex","Male",,,,0.4263,0.1788,0.055,0.0198,0.0188,0.0146,0.0104,0.0083,1498,557,126,31,,,,,,,,,,,,
"MKD",2019,4,"Primary","TIMSS","Macedonia, the former Yugoslav Republic of",807,"Sex","Female",,,,0.7761,0.5296,0.2208,0.077,0.0209,0.0281,0.0191,0.0139,1223,847,341,110,,,,,,,,,,,,
"MKD",2019,4,"Primary","TIMSS","Macedonia, the former Yugoslav Republic of",807,"Sex","Male",,,,0.7871,0.5023,0.2081,0.085,0.0166,0.0269,0.0201,0.0127,1308,827,353,161,,,,,,,,,,,,
"MLT",2019,4,"Primary","TIMSS","Malta",470,"Sex","Female",,,,0.9096,0.6805,0.2924,0.0858,0.0093,0.0129,0.0125,0.0076,1608,1207,509,155,,,,,,,,,,,,
"MLT",2019,4,"Primary","TIMSS","Malta",470,"Sex","Male",,,,0.9059,0.7007,0.3408,0.123,0.0082,0.0129,0.0117,0.0095,1679,1305,630,216,,,,,,,,,,,,
"MNE",2019,4,"Primary","TIMSS","Montenegro",499,"Sex","Female",,,,0.7544,0.4155,0.0964,0.0203,0.0128,0.0135,0.0091,0.0039,1774,978,219,50,,,,,,,,,,,,
"MNE",2019,4,"Primary","TIMSS","Montenegro",499,"Sex","Male",,,,0.7598,0.4425,0.1219,0.0286,0.0107,0.0124,0.01,0.004,2032,1207,333,80,,,,,,,,,,,,
"Moscow City, Russian Fed.",2019,4,"Primary","TIMSS","Moscow City, Russian Fed.",643001,"Sex","Female",,,,0.9969,0.9572,0.7471,0.4516,0.0024,0.0066,0.0168,0.0182,1875,1797,1396,849,,,,,,,,,,,,
"Moscow City, Russian Fed.",2019,4,"Primary","TIMSS","Moscow City, Russian Fed.",643001,"Sex","Male",,,,0.9966,0.9598,0.7853,0.503,0.0018,0.0064,0.0144,0.0194,1962,1894,1549,1016,,,,,,,,,,,,
"Northern Ireland",2019,4,"Primary","TIMSS","Northern Ireland",928,"Sex","Female",,,,0.9603,0.8496,0.5923,0.364,0.0065,0.0121,0.016,0.0169,1664,1483,1054,647,,,,,,,,,,,,
"Northern Ireland",2019,4,"Primary","TIMSS","Northern Ireland",928,"Sex","Male",,,,0.9593,0.845,0.6035,0.3817,0.0101,0.0148,0.0195,0.0175,1711,1510,1105,700,,,,,,,,,,,,
"NZL",2019,4,"Primary","TIMSS","New Zealand",554,"Sex","Female",,,,0.8326,0.5481,0.223,0.0909,0.0125,0.0192,0.0167,0.0091,2024,1329,559,230,,,,,,,,,,,,
"NZL",2019,4,"Primary","TIMSS","New Zealand",554,"Sex","Male",,,,0.8228,0.5688,0.2691,0.1148,0.011,0.0155,0.0162,0.0108,2126,1475,716,317,,,,,,,,,,,,
"OMN",2019,4,"Primary","TIMSS","Oman",512,"Sex","Female",,,,0.6548,0.3438,0.1216,0.0523,0.015,0.0159,0.0136,0.0109,2201,1126,355,146,,,,,,,,,,,,
"OMN",2019,4,"Primary","TIMSS","Oman",512,"Sex","Male",,,,0.5813,0.3183,0.1219,0.0516,0.0156,0.0179,0.0137,0.0091,1945,1024,370,140,,,,,,,,,,,,
"PAK",2019,4,"Primary","TIMSS","Pakistan",586,"Sex","Female",,,,0.3051,0.078,0.0071,8e-04,0.0669,0.0201,0.0045,9e-04,407,109,6,1,,,,,,,,,,,,
"PAK",2019,4,"Primary","TIMSS","Pakistan",586,"Sex","Male",,,,0.2424,0.0726,0.0109,0.0026,0.0458,0.0177,0.0047,0.0022,437,146,26,6,,,,,,,,,,,,
"PHL",2019,4,"Primary","TIMSS","Philippines",608,"Sex","Female",,,,0.2279,0.0664,0.0099,0.002,0.021,0.0104,0.0024,0.0012,641,190,28,6,,,,,,,,,,,,
"PHL",2019,4,"Primary","TIMSS","Philippines",608,"Sex","Male",,,,0.156,0.0453,0.0082,0.0015,0.0172,0.0066,0.0027,9e-04,487,138,20,4,,,,,,,,,,,,
"POL",2019,4,"Primary","TIMSS","Poland",616,"Sex","Female",,,,0.9327,0.7259,0.3332,0.1207,0.0079,0.0181,0.0176,0.0119,2211,1780,806,284,,,,,,,,,,,,
"POL",2019,4,"Primary","TIMSS","Poland",616,"Sex","Male",,,,0.9293,0.7383,0.388,0.1788,0.0078,0.015,0.0161,0.0131,2337,1880,1023,476,,,,,,,,,,,,
"PRT",2019,4,"Primary","TIMSS","Portugal",620,"Sex","Female",,,,0.9403,0.7452,0.3965,0.1751,0.0161,0.0275,0.0284,0.0234,712,568,309,145,,,,,,,,,,,,
"PRT",2019,4,"Primary","TIMSS","Portugal",620,"Sex","Male",,,,0.9524,0.7899,0.4845,0.2623,0.0125,0.0202,0.0277,0.0233,822,685,424,233,,,,,,,,,,,,
"QAT",2019,4,"Primary","TIMSS","Qatar",634,"Sex","Female",,,,0.7054,0.4284,0.1417,0.0434,0.0315,0.0309,0.0198,0.0122,505,286,92,30,,,,,,,,,,,,
"QAT",2019,4,"Primary","TIMSS","Qatar",634,"Sex","Male",,,,0.6665,0.4228,0.1845,0.0675,0.0366,0.0371,0.0268,0.0153,510,333,137,53,,,,,,,,,,,,
"RUS",2019,4,"Primary","TIMSS","Russian Federation",643,"Sex","Female",,,,0.9918,0.8925,0.575,0.2885,0.0041,0.0121,0.0264,0.0288,1052,942,611,318,,,,,,,,,,,,
"RUS",2019,4,"Primary","TIMSS","Russian Federation",643,"Sex","Male",,,,0.988,0.8734,0.5418,0.2799,0.0073,0.0211,0.0302,0.0249,1051,952,568,291,,,,,,,,,,,,
"SAU",2019,4,"Primary","TIMSS","Saudi Arabia",682,"Sex","Female",,,,0.5534,0.2506,0.0618,0.0165,0.0215,0.0196,0.0093,0.0047,1602,755,200,57,,,,,,,,,,,,
"SAU",2019,4,"Primary","TIMSS","Saudi Arabia",682,"Sex","Male",,,,0.4704,0.2129,0.0562,0.0184,0.021,0.0168,0.0073,0.0051,1304,582,179,63,,,,,,,,,,,,
"SGP",2019,4,"Primary","TIMSS","Singapore",702,"Sex","Female",,,,0.9898,0.9472,0.826,0.6611,0.0066,0.014,0.022,0.0285,954,929,827,680,,,,,,,,,,,,
"SGP",2019,4,"Primary","TIMSS","Singapore",702,"Sex","Male",,,,0.9898,0.9514,0.8397,0.6886,0.0098,0.0178,0.0258,0.0295,915,890,810,681,,,,,,,,,,,,
"SRB",2019,4,"Primary","TIMSS","Serbia",688,"Sex","Female",,,,0.9076,0.6891,0.3093,0.1137,0.0122,0.019,0.017,0.0129,1992,1556,716,278,,,,,,,,,,,,
"SRB",2019,4,"Primary","TIMSS","Serbia",688,"Sex","Male",,,,0.8746,0.6698,0.3344,0.1421,0.0152,0.0199,0.016,0.0113,1994,1578,817,363,,,,,,,,,,,,
"SVK",2019,4,"Primary","TIMSS","Slovakia",703,"Sex","Female",,,,0.902,0.6983,0.3002,0.0858,0.0183,0.0313,0.0339,0.0189,728,559,227,59,,,,,,,,,,,,
"SVK",2019,4,"Primary","TIMSS","Slovakia",703,"Sex","Male",,,,0.8961,0.6627,0.3057,0.1051,0.0156,0.0329,0.0304,0.0206,728,534,236,90,,,,,,,,,,,,
"SWE",2019,4,"Primary","TIMSS","Sweden",752,"Sex","Female",,,,0.9361,0.7094,0.3289,0.1256,0.0149,0.0329,0.0339,0.018,818,632,311,121,,,,,,,,,,,,
"SWE",2019,4,"Primary","TIMSS","Sweden",752,"Sex","Male",,,,0.9252,0.7147,0.3652,0.1406,0.0168,0.0311,0.0408,0.0227,756,600,301,112,,,,,,,,,,,,
"TUR",2019,4,"Primary","TIMSS","Turkey",792,"Sex","Female",,,,0.8889,0.7038,0.4106,0.214,0.0127,0.0186,0.0206,0.0166,1861,1482,852,443,,,,,,,,,,,,
"TUR",2019,4,"Primary","TIMSS","Turkey",792,"Sex","Male",,,,0.8676,0.7057,0.443,0.2547,0.0169,0.0222,0.0241,0.0192,1683,1334,834,484,,,,,,,,,,,,
"TWN",2019,4,"Primary","TIMSS","Taiwan, Province of China",158,"Sex","Female",,,,0.9987,0.9644,0.7708,0.5298,0.0017,0.0088,0.0195,0.0209,818,787,621,437,,,,,,,,,,,,
"TWN",2019,4,"Primary","TIMSS","Taiwan, Province of China",158,"Sex","Male",,,,0.9975,0.9643,0.7778,0.5393,0.0026,0.0078,0.0174,0.0215,843,813,653,451,,,,,,,,,,,,
"ZAF",2019,4,"Primary","TIMSS","South Africa",710,"Sex","Female",,,,0.4145,0.1824,0.0565,0.0217,0.0189,0.0127,0.0069,0.0039,2407,1014,302,116,,,,,,,,,,,,
"ZAF",2019,4,"Primary","TIMSS","South Africa",710,"Sex","Male",,,,0.3321,0.1426,0.0478,0.0155,0.015,0.012,0.006,0.0032,1897,778,246,77,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Location",,"Urban",,,0.6308,0.3524,0.137,0.0503,0.0117,0.0108,0.007,0.0035,4417,2461,954,377,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Location",,"Rural",,,0.2553,0.0659,0.0111,0.0011,0.0574,0.0192,0.0078,0.0025,62,16,4,1,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Location",,"Urban",,,0.8597,0.6141,0.2586,0.0981,0.0148,0.0194,0.0151,0.0092,3661,2653,1135,438,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Location",,"Rural",,,0.9044,0.664,0.2576,0.0648,0.0348,0.0613,0.0649,0.0258,111,80,34,5,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location",,"Urban",,,0.802,0.5866,0.315,0.1641,0.0266,0.0351,0.033,0.0269,1589,1118,593,312,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location",,"Rural",,,0.8732,0.5902,0.3203,0.1825,0.0661,0.1278,0.1923,0.1484,95,60,30,15,,,,,,,,,,,,
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location",,"Urban",,,0.918,0.6425,0.2234,0.0627,0.0079,0.0171,0.0142,0.0079,4689,3294,1116,277,,,,,,,,,,,,
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location",,"Rural",,,0.8971,0.6504,0.2465,0.064,0.0302,0.0528,0.064,0.0331,149,108,36,8,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location",,"Urban",,,0.9726,0.8124,0.4208,0.1551,0.0077,0.0172,0.021,0.0145,1838,1544,789,301,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location",,"Rural",,,0.9925,0.8972,0.4096,0.1031,0.0105,0.0429,0.1155,0.0543,72,66,25,4,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location",,"Urban",,,0.9211,0.726,0.3677,0.1548,0.0082,0.0167,0.0143,0.0086,4540,3697,1971,838,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location",,"Rural",,,0.9028,0.6465,0.2619,0.0932,0.0238,0.0362,0.0333,0.0244,304,216,92,29,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location",,"Urban",,,0.9723,0.7932,0.3972,0.1613,0.0042,0.0128,0.0133,0.0093,3790,3071,1525,614,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location",,"Rural",,,0.9867,0.8624,0.4731,0.1829,0.0075,0.0249,0.0293,0.0203,493,430,226,99,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location",,"Urban",,,0.8954,0.7099,0.3751,0.1562,0.0148,0.0197,0.0173,0.0104,3969,3331,1868,843,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location",,"Rural",,,0.8539,0.5558,0.2874,0.041,0.1534,0.3392,0.273,0.0713,17,9,5,1,,,,,,,,,,,,
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location",,"Urban",,,0.8136,0.5409,0.2091,0.0754,0.0102,0.0123,0.0101,0.0074,4722,3144,1224,419,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location",,"Urban",,,0.7699,0.4015,0.0902,0.0174,0.0121,0.0156,0.0072,0.0026,3946,2111,478,94,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location",,"Rural",,,0.6961,0.3357,0.0626,0.007,0.0396,0.0421,0.0228,0.0089,253,114,15,3,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location",,"Urban",,,0.9243,0.6959,0.3147,0.1241,0.0117,0.0224,0.0218,0.0146,1328,994,453,175,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location",,"Rural",,,0.9499,0.6946,0.2723,0.0841,0.0442,0.1311,0.0904,0.058,84,52,22,5,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location",,"Urban",,,0.9242,0.6752,0.3254,0.1341,0.0085,0.0169,0.0184,0.0144,3262,2403,1157,453,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location",,"Rural",,,0.8649,0.6389,0.2314,0.0527,0.0645,0.0793,0.0529,0.0417,65,49,16,3,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Location",,"Urban",,,0.9741,0.8013,0.4103,0.1606,0.0047,0.013,0.015,0.0101,3513,2858,1471,579,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Location",,"Rural",,,0.9391,0.7392,0.2812,0.0633,0.0515,0.0966,0.0843,0.057,49,37,13,1,,,,,,,,,,,,
"CHL",2019,4,"Primary","TIMSS","Chile",152,"Location",,"Urban",,,0.6833,0.3473,0.0861,0.0211,0.0209,0.0213,0.0131,0.0064,1058,554,137,33,,,,,,,,,,,,
"CHL",2019,4,"Primary","TIMSS","Chile",152,"Location",,"Rural",,,0.4778,0.1635,0.0253,0.0093,0.119,0.0718,0.0174,0.0133,76,28,5,2,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Location",,"Urban",,,0.9462,0.7681,0.421,0.1961,0.0069,0.0133,0.0166,0.0118,3693,2979,1632,758,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Location",,"Rural",,,1,0.7899,0.4146,0.1761,0,0.1021,0.1618,0.14,21,16,12,4,,,,,,,,,,,,
"CZE",2019,4,"Primary","TIMSS","Czech Republic",203,"Location",,"Urban",,,0.9255,0.7489,0.3685,0.1461,0.0321,0.037,0.0324,0.0221,1738,1420,702,256,,,,,,,,,,,,
"CZE",2019,4,"Primary","TIMSS","Czech Republic",203,"Location",,"Rural",,,0.946,0.7181,0.2955,0.0864,0.0327,0.0385,0.0479,0.0286,153,120,55,13,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Location",,"Urban",,,0.9422,0.7431,0.3576,0.1268,0.013,0.023,0.0268,0.0183,1234,961,463,160,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Location",,"Rural",,,0.956,0.7308,0.3195,0.0978,0.0304,0.0893,0.0806,0.0356,133,103,47,11,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Location",,"Urban",,,0.9559,0.7793,0.4129,0.1708,0.0091,0.023,0.0264,0.0138,1099,900,499,210,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Location",,"Rural",,,0.9662,0.6684,0.3172,0.1161,0.0263,0.0793,0.0707,0.0395,95,70,33,14,,,,,,,,,,,,
"Dubai,UAE",2019,4,"Primary","TIMSS","Dubai,UAE",7841,"Location",,"Urban",,,0.9502,0.7958,0.4861,0.2496,0.0043,0.009,0.0099,0.0083,5424,4483,2719,1399,,,,,,,,,,,,
"ESP",2019,4,"Primary","TIMSS","Spain",724,"Location",,"Urban",,,0.909,0.661,0.2575,0.0841,0.0187,0.0318,0.0251,0.0136,1361,1017,461,160,,,,,,,,,,,,
"FIN",2019,4,"Primary","TIMSS","Finland",246,"Location",,"Urban",,,0.9605,0.7958,0.4209,0.1883,0.0081,0.0166,0.019,0.0169,1736,1450,815,380,,,,,,,,,,,,
"FIN",2019,4,"Primary","TIMSS","Finland",246,"Location",,"Rural",,,0.9783,0.8049,0.3743,0.1392,0.0133,0.0515,0.0562,0.0396,178,146,76,26,,,,,,,,,,,,
"FRA",2019,4,"Primary","TIMSS","France",250,"Location",,"Urban",,,0.8362,0.5292,0.1846,0.0506,0.015,0.0247,0.017,0.0083,1483,964,341,87,,,,,,,,,,,,
"FRA",2019,4,"Primary","TIMSS","France",250,"Location",,"Rural",,,0.8916,0.6126,0.2149,0.0537,0.0816,0.1444,0.0962,0.0485,46,34,10,1,,,,,,,,,,,,
"GEO",2019,4,"Primary","TIMSS","Georgia",268,"Location",,"Urban",,,0.9067,0.6606,0.2921,0.0973,0.0186,0.0404,0.0427,0.0246,1472,1066,446,145,,,,,,,,,,,,
"GEO",2019,4,"Primary","TIMSS","Georgia",268,"Location",,"Rural",,,0.9418,0.5965,0.2582,0.0454,0.062,0.0838,0.1776,0.0831,34,23,7,3,,,,,,,,,,,,
"HKG",2019,4,"Primary","TIMSS","Hong Kong",344,"Location",,"Urban",,,0.995,0.9512,0.7822,0.5527,0.0029,0.0113,0.0343,0.0462,1323,1259,1003,673,,,,,,,,,,,,
"HRV",2019,4,"Primary","TIMSS","Croatia",191,"Location",,"Urban",,,0.9575,0.74,0.2798,0.0729,0.0091,0.0208,0.0208,0.0125,1363,1050,414,115,,,,,,,,,,,,
"HRV",2019,4,"Primary","TIMSS","Croatia",191,"Location",,"Rural",,,0.8955,0.4909,0.1069,0,0.0702,0.0693,0.0549,0,38,18,3,0,,,,,,,,,,,,
"HUN",2019,4,"Primary","TIMSS","Hungary",348,"Location",,"Urban",,,0.9685,0.8092,0.4355,0.1786,0.0107,0.0244,0.0287,0.018,1551,1325,772,321,,,,,,,,,,,,
"HUN",2019,4,"Primary","TIMSS","Hungary",348,"Location",,"Rural",,,0.6652,0.3425,0.1827,0.0487,0.2253,0.3109,0.2496,0.0795,28,13,6,3,,,,,,,,,,,,
"IRL",2019,4,"Primary","TIMSS","Ireland",372,"Location",,"Urban",,,0.9608,0.8217,0.4992,0.2425,0.0049,0.0119,0.0149,0.0129,3897,3349,2096,1036,,,,,,,,,,,,
"IRL",2019,4,"Primary","TIMSS","Ireland",372,"Location",,"Rural",,,0.987,0.8953,0.5942,0.303,0.0075,0.0213,0.0314,0.0309,516,478,328,167,,,,,,,,,,,,
"IRN",2019,4,"Primary","TIMSS","Iran, Islamic Republic of",364,"Location",,"Urban",,,0.6977,0.3966,0.1369,0.0424,0.0143,0.0167,0.0104,0.0055,4100,2343,794,226,,,,,,,,,,,,
"IRN",2019,4,"Primary","TIMSS","Iran, Islamic Republic of",364,"Location",,"Rural",,,0.5085,0.3062,0.0823,0.0246,0.0884,0.0805,0.0397,0.0207,116,63,17,5,,,,,,,,,,,,
"ITA",2019,4,"Primary","TIMSS","Italy",380,"Location",,"Urban",,,0.9136,0.6891,0.314,0.1163,0.0166,0.0259,0.0243,0.0146,1528,1179,559,205,,,,,,,,,,,,
"ITA",2019,4,"Primary","TIMSS","Italy",380,"Location",,"Rural",,,0.9501,0.7322,0.3372,0.115,0.0211,0.0596,0.0781,0.0381,234,177,74,22,,,,,,,,,,,,
"JPN",2019,4,"Primary","TIMSS","Japan",392,"Location",,"Urban",,,0.9939,0.9481,0.7419,0.4699,0.0017,0.004,0.0095,0.012,4122,3942,3080,1959,,,,,,,,,,,,
"JPN",2019,4,"Primary","TIMSS","Japan",392,"Location",,"Rural",,,0.9932,0.983,0.7755,0.4973,0.0128,0.0123,0.0916,0.154,46,45,36,23,,,,,,,,,,,,
"KAZ",2019,4,"Primary","TIMSS","Kazakhstan",398,"Location",,"Urban",,,0.9571,0.7265,0.3182,0.1106,0.0068,0.0178,0.0195,0.0126,3661,2795,1175,399,,,,,,,,,,,,
"KAZ",2019,4,"Primary","TIMSS","Kazakhstan",398,"Location",,"Rural",,,0.9367,0.6598,0.215,0.0563,0.0126,0.0286,0.0246,0.0134,852,581,198,62,,,,,,,,,,,,
"KOR",2019,4,"Primary","TIMSS","Korea, Republic of",410,"Location",,"Urban",,,0.9882,0.939,0.744,0.4935,0.0037,0.0071,0.0162,0.0155,1525,1446,1116,748,,,,,,,,,,,,
"KSV",2019,4,"Primary","TIMSS","Kosovo",411,"Location",,"Urban",,,0.733,0.3813,0.0889,0.018,0.0159,0.0159,0.0083,0.0036,3083,1640,420,92,,,,,,,,,,,,
"KSV",2019,4,"Primary","TIMSS","Kosovo",411,"Location",,"Rural",,,0.6624,0.2878,0.0384,0.0037,0.0499,0.0528,0.017,0.0049,191,77,11,1,,,,,,,,,,,,
"KWT",2019,4,"Primary","TIMSS","Kuwait",414,"Location",,"Urban",,,0.4691,0.2181,0.0588,0.0153,0.02,0.0176,0.0094,0.004,1829,828,248,66,,,,,,,,,,,,
"KWT",2019,4,"Primary","TIMSS","Kuwait",414,"Location",,"Rural",,,0.4446,0.1948,0.066,0,0.2833,0.1693,0.0607,0,22,9,3,0,,,,,,,,,,,,
"LTU",2019,4,"Primary","TIMSS","Lithuania",440,"Location",,"Urban",,,0.9707,0.8473,0.4939,0.2149,0.0079,0.0124,0.0204,0.0175,1482,1287,755,334,,,,,,,,,,,,
"LTU",2019,4,"Primary","TIMSS","Lithuania",440,"Location",,"Rural",,,1,0.687,0.2696,0.1174,0,0.0964,0.1195,0.0919,12,9,3,1,,,,,,,,,,,,
"LVA",2019,4,"Primary","TIMSS","Latvia",428,"Location",,"Urban",,,0.9779,0.8506,0.5145,0.23,0.0062,0.0134,0.0182,0.0135,4083,3606,2212,1002,,,,,,,,,,,,
"LVA",2019,4,"Primary","TIMSS","Latvia",428,"Location",,"Rural",,,0.9673,0.8071,0.4483,0.1787,0.0156,0.0404,0.046,0.0372,278,228,126,51,,,,,,,,,,,,
"Madrid, Spain",2019,4,"Primary","TIMSS","Madrid, Spain",724005,"Location",,"Urban",,,0.9575,0.7429,0.3276,0.1044,0.0056,0.0155,0.0119,0.0076,3214,2537,1153,362,,,,,,,,,,,,
"MAR",2019,4,"Primary","TIMSS","Morocco",504,"Location",,"Urban",,,0.4488,0.1978,0.0604,0.0221,0.0191,0.0169,0.0129,0.0109,2696,1035,234,65,,,,,,,,,,,,
"MAR",2019,4,"Primary","TIMSS","Morocco",504,"Location",,"Rural",,,0.3039,0.1151,0.0317,0.0076,0.0426,0.0302,0.0126,0.0058,168,65,18,4,,,,,,,,,,,,
"MKD",2019,4,"Primary","TIMSS","Macedonia, the former Yugoslav Republic of",807,"Location",,"Urban",,,0.7942,0.5308,0.2217,0.084,0.0172,0.0247,0.0189,0.0114,2352,1575,653,251,,,,,,,,,,,,
"MKD",2019,4,"Primary","TIMSS","Macedonia, the former Yugoslav Republic of",807,"Location",,"Rural",,,0.5662,0.3091,0.1109,0.0421,0.0927,0.0985,0.053,0.0303,102,54,20,10,,,,,,,,,,,,
"MLT",2019,4,"Primary","TIMSS","Malta",470,"Location",,"Urban",,,0.9082,0.6917,0.3192,0.1058,0.0056,0.0076,0.009,0.006,3224,2466,1122,368,,,,,,,,,,,,
"MLT",2019,4,"Primary","TIMSS","Malta",470,"Location",,"Rural",,,0.8829,0.6442,0.2113,0.0496,0.0568,0.0415,0.0477,0.0337,63,46,17,3,,,,,,,,,,,,
"MNE",2019,4,"Primary","TIMSS","Montenegro",499,"Location",,"Urban",,,0.7568,0.4289,0.1089,0.0244,0.009,0.0097,0.0077,0.0028,3654,2091,521,119,,,,,,,,,,,,
"MNE",2019,4,"Primary","TIMSS","Montenegro",499,"Location",,"Rural",,,0.773,0.4631,0.1448,0.035,0.035,0.0484,0.0348,0.0187,152,94,31,11,,,,,,,,,,,,
"Moscow City, Russian Fed.",2019,4,"Primary","TIMSS","Moscow City, Russian Fed.",643001,"Location",,"Urban",,,0.9967,0.9585,0.7665,0.4777,0.0017,0.0051,0.0135,0.0163,3837,3691,2945,1865,,,,,,,,,,,,
"Northern Ireland",2019,4,"Primary","TIMSS","Northern Ireland",928,"Location",,"Urban",,,0.9609,0.8494,0.6011,0.375,0.0068,0.012,0.0179,0.0193,2454,2184,1581,996,,,,,,,,,,,,
"Northern Ireland",2019,4,"Primary","TIMSS","Northern Ireland",928,"Location",,"Rural",,,0.9678,0.8644,0.6144,0.3829,0.0167,0.0361,0.0409,0.0535,206,184,138,78,,,,,,,,,,,,
"NZL",2019,4,"Primary","TIMSS","New Zealand",554,"Location",,"Urban",,,0.8263,0.5582,0.2494,0.1054,0.0096,0.0138,0.0123,0.0066,3986,2700,1239,534,,,,,,,,,,,,
"NZL",2019,4,"Primary","TIMSS","New Zealand",554,"Location",,"Rural",,,0.8641,0.6323,0.2121,0.0641,0.0586,0.0872,0.1178,0.0753,64,42,16,3,,,,,,,,,,,,
"OMN",2019,4,"Primary","TIMSS","Oman",512,"Location",,"Urban",,,0.6219,0.3321,0.1256,0.0547,0.0143,0.0159,0.0136,0.0101,3819,1978,685,276,,,,,,,,,,,,
"OMN",2019,4,"Primary","TIMSS","Oman",512,"Location",,"Rural",,,0.4864,0.291,0.0806,0.02,0.1102,0.1322,0.0475,0.018,130,63,21,6,,,,,,,,,,,,
"PAK",2019,4,"Primary","TIMSS","Pakistan",586,"Location",,"Urban",,,0.265,0.0704,0.0083,0.0016,0.0535,0.0162,0.0035,0.0016,677,196,26,6,,,,,,,,,,,,
"PAK",2019,4,"Primary","TIMSS","Pakistan",586,"Location",,"Rural",,,0.3616,0.1251,0.0177,0.0034,0.071,0.0444,0.0114,0.005,167,59,6,1,,,,,,,,,,,,
"PHL",2019,4,"Primary","TIMSS","Philippines",608,"Location",,"Urban",,,0.2264,0.0691,0.0111,0.0022,0.023,0.0098,0.0028,0.0011,970,292,45,9,,,,,,,,,,,,
"PHL",2019,4,"Primary","TIMSS","Philippines",608,"Location",,"Rural",,,0.1029,0.0218,0.0039,6e-04,0.0214,0.0079,0.0023,7e-04,151,33,3,1,,,,,,,,,,,,
"POL",2019,4,"Primary","TIMSS","Poland",616,"Location",,"Urban",,,0.9344,0.7464,0.3751,0.1588,0.0071,0.016,0.0152,0.0115,3763,3067,1559,664,,,,,,,,,,,,
"POL",2019,4,"Primary","TIMSS","Poland",616,"Location",,"Rural",,,0.9204,0.6889,0.3192,0.124,0.014,0.0309,0.0335,0.0214,752,576,266,96,,,,,,,,,,,,
"PRT",2019,4,"Primary","TIMSS","Portugal",620,"Location",,"Urban",,,0.9465,0.7681,0.4426,0.2207,0.0123,0.0207,0.0246,0.0194,1414,1158,677,349,,,,,,,,,,,,
