year,category,disability,sex,iso_code,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,overage2plus_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,edu0_prim_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,overage2plus_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_no,survey,preschool_3_m,preschool_3_no,attend_higher_1822_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,comp_lowsec_1524_m,comp_prim_1524_m,comp_upsec_2029_m,edu4_2024_m,eduyears_2024_m,literacy_1524_m,attend_higher_1822_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,comp_lowsec_1524_no,comp_prim_1524_no,comp_upsec_2029_no,edu4_2024_no,eduyears_2024_no,literacy_1524_no,hh_edu_head,preschool_1ybefore_m,preschool_1ybefore_no,country
2018,Disability & Sex,At least one functional difficulty,Female,SUR,1,,,.32961392,.019004123,.031928062,,0,54,0,0,217,120,72,21,73,MICS,,8,.38049477,.1030874,.1030874,.23228925,.49402368,.89727217,.34119368,.08011096,11.209937,.50435394,35,45,45,41,108,108,91,46,46,106,,,,Suriname
2018,Household education,,,SUR,.94703025,.68969762,.39079374,.36588013,.01835469,.023603665,.11903869,.0021410587,253,262,213,959,599,341,257,374,MICS,.96758145,219,.1356485,.22724418,.13360541,.10124486,.59387487,.95369172,.35152236,.015990119,14.514767,.58587968,406,437,437,403,810,810,814,382,382,762,Completed lower secondary,.56342322,115,Suriname
2018,Household education,,,SUR,.97562122,.79877579,.58389992,.3693957,.011935685,.051880118,.064795747,0,93,90,66,431,271,118,87,165,MICS,.97721589,117,.16270562,.23687758,.096121214,.13784765,.70147705,.98887008,.66485256,0,13.037836,.69848561,139,194,194,247,270,270,304,114,114,262,Completed upper secondary,.77490067,58,Suriname
2018,Disability,At least one functional difficulty,,SUR,1,,,.29158428,.010542151,.07895381,.15194251,.045653626,110,0,0,448,256,145,44,160,MICS,,21,.29512888,.20580307,.16339633,.27563,.44358462,.90306395,.30501524,.058067098,11.398259,.485751,50,76,76,64,176,176,132,59,59,179,,,,Suriname
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TCA,,,,,,,,,0,0,0,0,3,0,0,2,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TCA,,,,,,,,,0,0,0,0,1,2,0,3,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2019,Disability,"At least one sensory, physical or intellectual difficulty",,TCA,,,,,,,,,,,,,,,,,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2020,Disability,At least one functional difficulty,,TCA,,,,,,,,,0,0,0,0,19,10,3,18,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2020,Disability,"At least one sensory, physical or intellectual difficulty",,TCA,,,,,,,,,0,0,0,0,4,2,0,5,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2020,Disability & Sex,At least one functional difficulty,Female,TCA,,,,,,,,,0,0,0,0,12,3,0,7,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2019,Disability & Sex,At least one functional difficulty,Male,TCA,,,,,,,,,,,,,,,,,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2020,Disability & Sex,At least one functional difficulty,Male,TCA,,,,,,,,,0,0,0,0,7,7,3,11,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2019,Household education,,,TCA,,,,,.032897059,.011130356,.13417594,0,2,1,1,,304,109,66,176,MICS,.97709024,132,0,1,1,1,,,,,,1,132,175,175,251,6,6,3,,,269,Not completed primary,.72002614,56,Turks and Caicos Islands
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TCA,,,,,,,,,,,,,,,,,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2019,Disability,At least one functional difficulty,,TCA,,,,,,,,,,,,,,,,,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands
2019,Household education,,,TCD,.40963849,.099882893,.021329712,.49368721,.28183326,.18451117,.50443935,.19715878,562,613,539,2622,1824,847,599,1070,MICS,.13147578,92,.013217853,.19405848,.18967532,.19828817,.074792407,.57912755,.021543236,.08427503,7.0055099,.18220286,806,725,725,563,1923,1923,1623,730,730,1898,Completed primary,.041388806,130,Chad
2019,Disability & Sex,At least one functional difficulty,Female,TCD,.59555721,,,.32311401,.088414513,.26340091,.36210829,.55018216,118,0,0,674,390,182,47,568,MICS,,11,,,,,,,,,,,,,,,,,,,,,,,,Chad
2019,Household education,,,TCD,.192792,.070345461,.01675641,.4919585,.66517138,.62179667,.72216016,.59564334,4360,3133,1937,8404,15131,6884,3570,8563,MICS,.13768312,210,.01373467,.74549115,.74028212,.76502162,.050798997,.20938419,.013725025,.26085761,5.9993062,.25962517,1568,4023,4023,3454,9987,9987,7824,1120,1120,10185,Not completed primary,.022262499,376,Chad
2019,Household education,,,TCD,.87839037,.66512239,.2956863,.54668945,.12855257,.082788855,.090041153,.044707865,132,147,99,796,389,206,131,239,MICS,.68105996,41,.10949197,.64952224,.17215565,.23616834,.60400337,.89728135,.46339005,.037075188,11.238548,.60547012,205,167,167,171,406,406,344,157,157,420,Completed post-secondary or higher,.10478574,37,Chad
2019,Disability,At least one functional difficulty,,TCD,.57987124,,,.36771575,.091610618,.18002935,.24668986,.48538846,277,0,0,1457,797,429,108,1156,MICS,,20,,,,,,,,,,,,,,,,,,,,,,,,Chad
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TCD,,,,.249038,.095388971,,,.5086062,16,0,0,122,68,27,8,91,MICS,,3,,,,,,,,,,,,,,,,,,,,,,,,Chad
2019,Household education,,,TCD,.55646765,.30455157,.027450489,.45683518,.21253245,.13908245,.46310535,.13424717,269,312,284,1523,941,407,267,517,MICS,.29309693,68,.011311469,.15406823,.13535517,.16286726,.30183733,.68936831,.038677234,.052667934,8.5952053,.35462746,448,408,408,313,953,953,887,409,409,930,Completed lower secondary,.025069203,91,Chad
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TCD,,,,.38416806,.12086152,.21604647,,.40553069,21,0,0,140,87,35,6,107,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Chad
2019,Disability,"At least one sensory, physical or intellectual difficulty",,TCD,.55248457,,,.32070705,.10950736,.28343433,,.45767939,37,0,0,262,155,62,14,198,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Chad
2019,Household education,,,TCD,.63928133,.4258641,.30254817,.45724255,.10084765,.096368253,.24616356,.098804161,196,152,146,1107,585,293,159,340,MICS,.52482927,49,.080186456,.22141396,.13093996,.12913397,.37786096,.77064651,.37150687,.032386258,9.9526005,.42086425,222,235,235,260,523,523,474,214,214,533,Completed upper secondary,.074609995,76,Chad
2019,Disability & Sex,At least one functional difficulty,Male,TCD,.56781822,,,.4052414,.094635099,.11880474,.16504164,.42221215,159,0,0,783,407,247,61,588,MICS,,9,,,,,,,,,,,,,,,,,,,,,,,,Chad
2017,Household education,,,TGO,.71473759,.34492767,.094946243,.38423446,.12410223,.1686597,.34746987,.075310953,845,556,443,4679,2911,1378,657,1835,MICS,.58464193,342,.029871665,.4132891,.40626344,.49453431,.26476699,.61789006,.071014091,.17247666,7.5680337,.38250983,712,770,770,747,1906,1906,1540,584,584,1995,Not completed primary,.16512594,330,Togo
2017,Disability & Sex,At least one functional difficulty,Female,TGO,.86201334,,,.31360897,.022784824,.089330703,.26458144,.034137268,103,0,0,440,219,136,44,144,MICS,,9,.023730624,.36558241,.32512963,.24662183,.24882466,.6883055,.06440004,.14277208,7.2919912,.40521702,70,83,83,80,179,179,145,56,56,198,,,,Togo
2017,Household education,,,TGO,.91618055,.76136243,.62942117,.55753165,.038580257,.04889036,.22286275,.013060316,88,102,141,594,241,128,94,140,MICS,.75020075,68,.35522565,.28832075,.061035682,.02569294,.71285737,.93217248,.64139611,.013512024,12.054659,.74222124,186,248,248,168,382,382,474,222,222,360,Completed upper secondary,.20875379,36,Togo
2017,Disability,At least one functional difficulty,,TGO,.83828503,,,.34888962,.013632309,.063370049,.23292978,.023575509,188,0,0,867,451,251,85,281,MICS,,25,.017688306,.35417435,.32115561,.23872606,.26839256,.74098587,.062782809,.11751685,7.3509703,.39468819,90,96,96,86,274,274,173,69,69,315,,,,Togo
2017,Household education,,,TGO,.94533002,.68468034,.23846118,.48870444,.019429224,.064203501,.21366701,.0075784004,233,229,211,1398,625,342,226,382,MICS,.67653263,144,.081641242,.10862995,.062420778,.031103885,.63657832,.90824115,.16946495,.025417464,10.358468,.66057485,367,371,371,291,723,723,709,328,328,734,Completed lower secondary,.16481471,102,Togo
2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TGO,,,,.36097229,.0045854882,.024516383,,.021985136,23,0,0,120,64,39,6,40,MICS,,3,,,,,,,,,,,12,8,8,5,16,16,18,8,8,16,,,,Togo
2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TGO,.88759899,,,.31905502,.045048404,.099307977,,.024165314,35,0,0,139,70,48,14,47,MICS,,3,.02534651,.38688725,.32666063,.1897355,.29060003,.70409596,.098649748,.11746351,8.0694256,.42464688,48,57,57,57,68,68,93,33,33,63,,,,Togo
2017,Household education,,,TGO,.88950396,.44158375,.12722781,.42526653,.048600744,.064568281,.29193082,.010010306,409,283,281,2249,1200,613,309,736,MICS,.65040684,182,.044438377,.11795463,.086857229,.092509434,.33379439,.82032442,.094424881,.055806059,8.5189066,.40334421,444,523,523,478,1029,1029,992,419,419,1047,Completed primary,.23799244,167,Togo
2017,Disability,"At least one sensory, physical or intellectual difficulty",,TGO,.76743752,,,.33907577,.027206918,.055769309,,.023100659,58,0,0,259,134,87,20,87,MICS,,6,.019104203,.37283459,.32182038,.17681201,.29456222,.71623373,.097816594,.092466384,8.1259356,.43830478,60,65,65,62,84,84,111,41,41,79,,,,Togo
2017,Household education,,,TGO,.94781482,.72994816,.59055024,.57734895,.0071933204,.056761019,.20923457,0,66,58,58,343,128,79,62,82,MICS,.59990937,48,.24383427,.5768742,.11309647,.23996966,.7016542,.93227988,.62781543,.019268397,12.162624,.75645965,95,124,124,110,206,206,226,101,101,201,Completed post-secondary or higher,,28,Togo
2017,Disability & Sex,At least one functional difficulty,Male,TGO,.81086206,,,.3819274,.0044782464,.042148076,.19467232,.013473415,85,0,0,427,232,115,41,137,MICS,,16,,,,,.30097982,.8287167,,,,.37779838,20,13,13,6,95,95,28,13,13,117,,,,Togo
2019,Household education,,,TKM,.99014187,.8747052,.086428098,0,.012901138,.0095945019,.019479323,.00277107,198,83,103,1051,531,449,74,405,MICS,.96445721,115,.0054688281,.032827917,.030877778,.0047515784,.75876284,.99205142,.0782886,0,9.9914303,.70568162,153,311,311,489,344,344,496,183,183,351,Completed primary,.90853852,84,Turkmenistan
2019,Household education,,,TKM,,,,,,,,,3,3,4,12,7,3,2,1,MICS,,1,,,,,,,,,,,5,3,3,6,9,9,9,6,6,10,Not completed primary,,4,Turkmenistan
2019,Disability & Sex,At least one functional difficulty,Male,TKM,,,,,,,,,7,0,0,0,14,14,3,10,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Turkmenistan
2019,Household education,,,TKM,.98694909,.94907713,.071431085,0,.025729051,.0093729878,.018150469,.0089302333,507,532,598,2149,800,1016,341,692,MICS,.97041816,186,.03587098,.048886959,.046107188,.043785576,.83208382,.99376208,.076689839,.00056253921,10.241655,.80357498,929,1012,1012,610,1932,1932,2095,1078,1078,1900,Completed lower secondary,.92675924,91,Turkmenistan
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TKM,,,,,,,,,4,0,0,0,5,8,2,6,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Turkmenistan
2019,Disability & Sex,At least one functional difficulty,Female,TKM,,,,,,,,,7,0,0,0,20,12,10,14,MICS,,4,,,,,,,,,,,1,7,7,13,4,4,10,2,2,3,,,,Turkmenistan
2019,Disability,At least one functional difficulty,,TKM,,,,,0,,,,14,0,0,0,34,26,13,24,MICS,,5,,,,,,,,,,,1,7,7,13,4,4,10,2,2,3,,,,Turkmenistan
2019,Disability,"At least one sensory, physical or intellectual difficulty",,TKM,,,,,,,,,5,0,0,0,22,11,10,14,MICS,,1,,,,,,,,,,,1,7,7,10,2,2,8,,,2,,,,Turkmenistan
2019,Household education,,,TKM,1,.96227485,.24368741,0,.026237492,.010494773,.017724628,.010330371,135,153,199,629,242,291,102,207,MICS,1,103,.089838989,.16403325,.14729173,.11592502,.82657242,.99615806,.26744783,.0062423963,10.695398,.79214227,293,411,411,200,605,605,780,369,369,585,Completed upper secondary,.85774457,45,Turkmenistan
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TKM,,,,,,,,,1,0,0,0,17,3,8,8,MICS,,1,,,,,,,,,,,1,7,7,10,2,2,8,,,2,,,,Turkmenistan
2019,Household education,,,TKM,1,.91141069,.34180295,0,.016235629,0,.013851586,0,169,150,180,690,256,331,102,257,MICS,.99349815,107,.18515976,.33864865,.31622416,.39407152,.80604184,1,.40457222,0,11.433687,.76553649,271,373,373,253,588,588,736,363,363,580,Completed post-secondary or higher,.95019376,84,Turkmenistan
2019,Disability & Sex,At least one functional difficulty,Male,TON,,,,.34893382,0,,,,18,0,0,72,34,24,3,19,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Tonga
2019,Household education,,,TON,.98967797,.95303613,.9373517,.54092401,.034529861,.091437139,.26487812,.0095578805,290,198,151,1224,565,475,164,361,MICS,.74149126,102,.21810189,.862432,.27909574,.30831686,.89153361,.99319935,.93584663,0,15.263206,.81281132,317,228,228,205,688,688,493,266,266,698,Completed post-secondary or higher,.021715114,90,Tonga
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TON,,,,,,,,,7,0,0,25,15,10,0,9,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Tonga
2019,Disability,At least one functional difficulty,,TON,1,,,.46734229,.007110029,.068502523,,0,46,0,0,141,62,60,4,40,MICS,,8,,,,,,,,,,,,,,,,,,,,,,,,Tonga
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TON,,,,,,,,,5,0,0,21,10,6,2,4,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Tonga
2019,Disability & Sex,At least one functional difficulty,Female,TON,,,,.62653702,,.016596351,,,28,0,0,69,28,36,1,21,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Tonga
2019,Disability,"At least one sensory, physical or intellectual difficulty",,TON,,,,.39309415,,,,,12,0,0,46,25,16,2,13,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Tonga
2019,Household education,,,TON,.9805482,.88277525,.83415359,.47869802,.049152352,.11930078,.47069931,.0072612721,141,108,82,660,338,243,94,223,MICS,.8874169,55,.18022679,.73756266,.10279727,.10419082,.80276895,.97880608,.8776384,.0078779291,14.288612,.7409541,177,135,135,145,378,378,287,154,154,396,Completed upper secondary,0,52,Tonga
2019,Household education,,,TON,.96079373,.7442311,.67849118,.4636488,.035444144,.13946278,.57331276,.0061362847,189,126,112,808,393,318,114,266,MICS,.65401888,56,.13144806,.63516527,.19293162,.054993317,.73221469,.98454201,.72147703,.0078055621,13.786261,.70238495,204,121,121,135,497,497,331,213,213,491,Completed primary,.051963918,70,Tonga
2019,Household education,,,TON,,,,.39593002,.070686094,.23924477,,.042250302,28,20,11,108,61,46,13,41,MICS,,12,.040350247,,,,.74544597,.99451679,.82461929,,,.68833321,28,22,22,25,70,70,43,23,23,72,Not completed primary,,11,Tonga
2018,Disability,At least one functional difficulty,,TUN,.9679212,.87499505,,.18748572,.021690398,.071208097,.25868475,.017492702,250,36,0,678,499,231,208,323,MICS,,16,.11358926,.38109878,.18698741,.21537906,.88679409,.91640323,.52756923,.015689746,11.974795,.92413944,74,76,76,134,334,334,146,68,68,361,,,,Tunisia
2018,Disability,"At least one sensory, physical or intellectual difficulty",,TUN,.93398649,,,.11977683,.025427319,.073906034,.40815395,.069825977,50,9,0,156,118,53,42,76,MICS,,9,.07597059,.37184623,.19077146,.21637945,.73896992,.81621122,.4724856,.033931807,11.059346,.88086689,42,52,52,94,66,66,87,34,34,64,,,,Tunisia
2018,Household education,,,TUN,.98584563,.98624355,.76461864,.38230476,.027157776,.04595134,.14107281,.0098554445,310,278,245,1414,885,381,396,535,MICS,.97623134,276,.27203095,.37081707,.076390728,.07058166,.96441054,.98304409,.77306974,0,13.302646,.98466808,411,384,384,537,881,881,784,400,400,874,Completed upper secondary,.66985661,158,Tunisia
2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TUN,.905442,,,.095342197,.033203572,.10876354,,.07854908,30,6,0,86,66,30,25,41,MICS,,4,,,,,,,,,,,4,5,5,9,8,8,8,2,2,8,,,,Tunisia
2018,Household education,,,TUN,1,.99105906,.91037261,.32488233,.046345245,.029085204,.096683815,.0048138914,98,65,80,603,418,136,101,238,MICS,.98907024,169,.50058806,.81130964,.29292417,.48410058,.99272805,.99752098,.91856486,0,14.987273,.99290907,127,169,169,292,248,248,292,123,123,251,Completed post-secondary or higher,.65092534,88,Tunisia
2018,Household education,,,TUN,.95626849,.93147606,.71001685,.41204116,.025994966,.089086168,.30082104,.0071369633,414,389,342,1460,853,437,529,567,MICS,.97214872,131,.14845876,.32502189,.115582,.076264076,.91032094,.95356345,.67287111,.0098883975,12.746382,.94145322,604,398,398,331,1214,1214,951,550,550,1215,Completed primary,.67033494,119,Tunisia
2018,Disability & Sex,At least one functional difficulty,Female,TUN,.98815846,,,.205451,.025632637,.050295379,.12929323,.013466162,120,13,0,313,226,94,99,143,MICS,,10,.12824325,.40398827,.19223624,.23834385,.89549083,.92356187,.53594536,.017823512,11.942041,.9524579,66,69,69,121,207,207,131,61,61,218,,,,Tunisia
2018,Household education,,,TUN,.91032267,.85072136,.61082667,.34312063,.039222106,.11320877,.40588015,.015226337,527,541,438,1682,1044,514,719,709,MICS,.95608497,132,.094794653,.29585451,.099955544,.11912411,.84641552,.88835382,.57209969,.02741036,12.062641,.91150212,780,577,577,453,1657,1657,1332,733,733,1659,Not completed primary,.61343729,125,Tunisia
2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TUN,,,,.14818935,.015864361,,,.061105888,20,3,0,70,52,23,17,35,MICS,,5,.084137581,.39061531,.19186781,.23768528,.75168407,.84090602,.4936699,.037065823,11.191557,.89203095,38,47,47,85,58,58,79,32,32,56,,,,Tunisia
2018,Disability & Sex,At least one functional difficulty,Male,TUN,.94686466,,,.17217034,.018347912,.085215099,.39125714,.020728532,130,23,0,365,273,137,109,180,MICS,,6,,,,,.8729021,.90496826,,,,.88236731,8,7,7,13,127,127,15,7,7,143,,,,Tunisia
2018,Household education,,,TUN,.98263609,.96635896,.66336894,.38966897,.029659461,.063888893,.15292192,.0074022119,305,231,189,1150,698,319,343,432,MICS,.95715338,178,.22006281,.28385943,.11964075,.091225334,.9652313,.97143656,.6158241,.0027715617,13.446169,.98535532,341,273,273,351,743,743,588,315,315,758,Completed lower secondary,.78725463,116,Tunisia
2019,Household education,,,TUV,,.84848332,.33536172,.059828058,.28205654,.28261244,.60588598,0,26,45,37,105,98,41,39,62,MICS,.78237975,44,.072783545,.20255972,.14614955,.11822495,.78398311,.95717013,.40344715,0,13.099909,.82727146,72,89,89,44,122,122,145,63,63,125,Completed primary,,22,Tuvalu
2020,Disability & Sex,At least one functional difficulty,Male,TUV,,,,,,,,,4,0,0,28,19,10,1,12,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TUV,,,,,,,,,,,,,,,,,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Disability & Sex,At least one functional difficulty,Male,TUV,,,,,,,,,,,,,,,,,MICS,,5,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Household education,,,TUV,,,.68317086,.085435882,.18266807,.21499975,,0,28,26,42,109,90,42,23,61,MICS,.9010967,38,.10460164,.28378251,.054053809,.072462983,.86778301,1,.63829809,0,15.570127,.8260842,49,75,75,57,111,111,144,69,69,110,Completed upper secondary,,15,Tuvalu
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TUV,,,,,,,,,0,0,0,7,5,0,0,1,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Disability,"At least one sensory, physical or intellectual difficulty",,TUV,,,,,,,,,,,,,,,,,MICS,,3,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2020,Disability,"At least one sensory, physical or intellectual difficulty",,TUV,,,,,,,,,1,0,0,18,13,4,0,4,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Household education,,,TUV,,,,.1106769,.16040269,.3082251,,0,21,24,18,116,91,34,18,54,MICS,,19,.19411586,.18875247,.076303907,.063415304,.86183804,.98684144,.39065865,0,11.934498,.83029997,37,55,55,46,67,67,90,37,37,73,Completed lower secondary,,21,Tuvalu
2019,Household education,,,TUV,,,,.095890723,,,,,7,18,14,31,29,16,13,15,MICS,,19,.025547557,,,,.7952382,.97619087,.51612729,,,.8380962,28,23,23,17,44,44,45,26,26,44,Not completed primary,,8,Tuvalu
2019,Household education,,,TUV,,,.62831932,.19114459,.12535541,,,0,21,25,46,103,73,28,25,44,MICS,,21,.28845969,.51428765,.13469568,.2380943,.87735927,.99056607,.68617046,0,14.408659,.89341146,53,50,50,51,108,108,115,66,66,105,Completed post-secondary or higher,,17,Tuvalu
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,TUV,,,,,,,,,1,0,0,11,8,4,0,3,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Disability,At least one functional difficulty,,TUV,,,,,,,,,,,,,,,,,MICS,,6,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,TUV,,,,,,,,,,,,,,,,,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2020,Disability & Sex,At least one functional difficulty,Female,TUV,,,,,,,,,1,0,0,13,10,1,1,2,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2020,Disability,At least one functional difficulty,,TUV,,,,0,,,,,5,0,0,41,29,11,2,14,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2019,Disability & Sex,At least one functional difficulty,Female,TUV,,,,,,,,,,,,,,,,,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu
2021,Household education,,,UZB,1,1,1,.22861865,.00598844,0,.36067742,0,42,38,34,53,42,75,50,62,MICS,,12,.073232621,.073197402,.073197402,.039614968,.92144924,1,.81694913,0,11.910095,.91517091,58,64,64,53,127,127,119,55,55,125,Completed primary,,7,Uzbekistan
2021,Disability,"At least one sensory, physical or intellectual difficulty",,UZB,,,,,,,,,,5,5,,,,,,MICS,,3,,,,,,,,,,,9,12,12,23,13,13,24,12,12,12,,,,Uzbekistan
2021,Household education,,,UZB,.99381763,.99612653,.91391313,.20649484,.011329687,.010840047,.27535596,.0037486546,1165,875,905,1836,1464,1976,1086,1547,MICS,.97759801,400,.11303553,.077741407,.065487117,.046575066,.89384925,.99634236,.84333783,0,12.023394,.87001437,1492,1631,1631,1449,3199,3199,3120,1484,1484,3229,Completed lower secondary,.81580567,305,Uzbekistan
2021,Disability & Sex,At least one functional difficulty,Female,UZB,,,,,,,,,,6,10,,,,,,MICS,,4,,.057256036,.057256036,.04138485,,,.72580171,,,,14,32,32,46,21,21,52,20,20,20,,,,Uzbekistan
2021,Household education,,,UZB,1,.99657971,.97624123,.38720146,.012388544,.0028588912,.11873309,.0016402168,469,369,413,1036,645,789,374,667,MICS,.98089254,253,.42522094,.44363111,.40446919,.53885865,.91472882,.99793309,.95508355,0,12.935454,.89034843,617,797,797,744,1362,1362,1498,703,703,1338,Completed post-secondary or higher,.76076525,154,Uzbekistan
2021,Disability & Sex,At least one functional difficulty,Male,UZB,,,,,,,,,,,,,,,,,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Uzbekistan
2021,Household education,,,UZB,.99829453,.9835186,.97293764,.25107157,.010065413,.0062347543,.24466237,0,1084,881,915,1991,1479,1861,935,1540,MICS,.97807926,475,.19429013,.094637543,.083751656,.071115792,.89191055,.99445677,.92979395,0,12.23024,.86931002,1443,1871,1871,1580,3112,3112,3441,1567,1567,3118,Completed upper secondary,.78707814,344,Uzbekistan
2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,UZB,,,,,,,,,,5,5,,,,,,MICS,,1,,,,,,,,,,,9,12,12,23,13,13,24,12,12,12,,,,Uzbekistan
2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,UZB,,,,,,,,,,,,,,,,,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Uzbekistan
2021,Household education,,,UZB,,,,,,,,,7,4,5,3,3,12,2,5,MICS,,,0,,,,,,,,,,8,9,9,6,15,15,17,8,8,15,Not completed primary,,2,Uzbekistan
2021,Disability,At least one functional difficulty,,UZB,,,,,,,,,,6,10,,,,,,MICS,,6,,.057256036,.057256036,.04138485,,,.72580171,,,,14,32,32,46,21,21,52,20,20,20,,,,Uzbekistan
2020,Disability & Sex,At least one functional difficulty,Female,VNM,,,,,,,,,,,,,,,,,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2020,Disability & Sex,At least one functional difficulty,Male,VNM,,,,,,,,,,,,,,,,,MICS,,5,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,VNM,,,,,,,,,0,0,0,13,0,0,0,0,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2020,Disability,"At least one sensory, physical or intellectual difficulty",,VNM,,,,,,,,,,,,,,,,,MICS,,8,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,VNM,,,,,,,,,,,,,,,,,MICS,,3,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2020,Household education,,,VNM,.97401369,.8779211,.68592989,.0033651565,.019800587,.10290686,.33321697,.012476157,678,475,391,1489,1498,982,653,1043,MICS,.9723407,509,.011004291,.79659796,.7248013,.78800917,.85079491,.89991814,.63605583,.077253059,15.172845,.92622668,781,987,987,1056,1544,1544,1242,539,539,1796,Not completed primary,.79472262,357,Viet Nam
2020,Household education,,,VNM,.99760658,.97932398,.87608552,.0028703448,.012237862,.015925759,.12305744,.00033297259,216,114,95,637,622,332,188,416,MICS,.98755491,230,.024850221,.91456139,.78518873,.82219309,.97159684,.98527741,.92194992,.0014011262,19.815462,.98560435,225,458,458,583,454,454,545,201,201,559,Completed post-secondary or higher,.66166592,127,Viet Nam
2020,Household education,,,VNM,.97575414,.96438712,.72359627,0,.013392882,.079103239,.20775506,.01478149,137,71,49,250,247,199,117,180,MICS,1,53,.010482623,.54851967,.41977683,.2736856,.93884635,.9418124,.57290286,.019477099,15.758958,.96266484,97,162,162,160,248,248,230,87,87,276,Completed lower secondary,.71289557,42,Viet Nam
2021,Disability,At least one functional difficulty,,VNM,,,,0,,,,,0,0,0,82,0,0,0,0,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
