"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Language","Location","Wealth","mlevel2_m","mlevel3_m","mlevel4_m","mlevel2_se","mlevel3_se","mlevel4_se","mlevel2_no","mlevel3_no","mlevel4_no","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no","slevel2_m","slevel3_m","slevel4_m","slevel2_se","slevel3_se","slevel4_se","slevel2_no","slevel3_no","slevel4_no"
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Wealth","","","",1,0.1954,0.0342,2e-04,0.0283,0.0079,6e-04,186,33,0,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Wealth","","","",2,0.227,0.0489,0.0019,0.0213,0.0108,0.0016,265,59,1,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Wealth","","","",3,0.337,0.0926,0.0078,0.0217,0.0137,0.0041,365,104,5,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Wealth","","","",4,0.499,0.2084,0.0291,0.0312,0.0201,0.0089,522,210,24,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Wealth","","","",5,0.7474,0.4921,0.14,0.0276,0.0345,0.0189,726,469,123,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Wealth","","","",1,0.3351,0.1776,0.041,0.0378,0.0316,0.0157,271,116,19,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Wealth","","","",2,0.3721,0.1401,0.0226,0.0334,0.0232,0.0085,306,114,18,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Wealth","","","",3,0.4851,0.1877,0.019,0.0379,0.0286,0.0096,388,151,19,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Wealth","","","",4,0.5437,0.2511,0.035,0.0372,0.0327,0.0121,491,262,37,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Wealth","","","",5,0.7924,0.4913,0.1167,0.0383,0.0478,0.024,612,420,108,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Wealth","","","",1,0.5333,0.2772,0.0473,0.0349,0.0356,0.0117,334,163,31,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Wealth","","","",2,0.6575,0.4029,0.0959,0.0311,0.0273,0.0153,471,279,70,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Wealth","","","",3,0.7453,0.4753,0.1081,0.0204,0.0237,0.0153,589,387,106,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Wealth","","","",4,0.866,0.6532,0.2164,0.0199,0.028,0.0227,633,511,199,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Wealth","","","",5,0.9048,0.7375,0.3342,0.0205,0.0305,0.0322,659,569,262,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Wealth","","","",1,0.2378,0.0911,0.0295,0.0312,0.0255,0.0208,160,48,8,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Wealth","","","",2,0.2217,0.056,0.0034,0.0234,0.0149,0.0031,180,42,3,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Wealth","","","",3,0.2856,0.0775,0.0047,0.022,0.0184,0.0036,224,68,5,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Wealth","","","",4,0.328,0.086,0.0024,0.0236,0.0136,0.0019,255,71,3,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Wealth","","","",5,0.527,0.2278,0.0304,0.04,0.036,0.013,398,188,25,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Wealth","","","",1,0.5916,0.3199,0.06,0.0244,0.0278,0.0116,511,274,53,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Wealth","","","",2,0.7193,0.4467,0.11,0.0219,0.0261,0.0164,613,392,87,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Wealth","","","",3,0.7692,0.5152,0.1508,0.0214,0.0244,0.0168,641,432,127,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Wealth","","","",4,0.8562,0.6227,0.2111,0.0157,0.0282,0.0214,681,501,172,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Wealth","","","",5,0.912,0.7607,0.3666,0.0167,0.0269,0.0277,751,637,303,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Wealth","","","",1,0.1759,0.043,8e-04,0.0351,0.0173,0.0018,120,20,0,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Wealth","","","",2,0.2878,0.0765,0.0017,0.0341,0.0266,0.0034,212,41,2,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Wealth","","","",3,0.3912,0.1089,0.0048,0.0313,0.0186,0.0035,296,86,5,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Wealth","","","",4,0.5684,0.2284,0.018,0.039,0.0329,0.0078,388,165,18,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Wealth","","","",5,0.7901,0.4666,0.0875,0.0313,0.0393,0.0187,559,357,78,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Wealth","","","",1,0.3622,0.1608,0.021,0.0302,0.0245,0.0144,287,105,7,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Wealth","","","",2,0.4755,0.235,0.0397,0.031,0.0252,0.0142,426,196,23,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Wealth","","","",3,0.6335,0.3554,0.068,0.0292,0.0297,0.0156,629,384,78,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Wealth","","","",4,0.7544,0.496,0.131,0.0277,0.0304,0.0178,769,541,155,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Wealth","","","",5,0.8987,0.684,0.2424,0.0163,0.0325,0.0247,869,696,269,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Wealth","","","",1,0.2209,0.1321,0.0509,0.0385,0.035,0.0246,135,67,20,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Wealth","","","",2,0.2754,0.1393,0.0442,0.0309,0.0256,0.0186,186,74,17,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Wealth","","","",3,0.2913,0.1001,0.0111,0.0315,0.0201,0.009,205,65,13,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Wealth","","","",4,0.3952,0.1745,0.0241,0.0314,0.0263,0.0119,260,108,14,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Wealth","","","",5,0.695,0.4204,0.093,0.0458,0.0467,0.0196,471,300,65,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Wealth","","","",1,0.4272,0.1826,0.0198,0.0686,0.0418,0.0168,315,137,15,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Wealth","","","",2,0.6401,0.3644,0.0627,0.0576,0.0588,0.0341,465,242,44,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Wealth","","","",3,0.6491,0.4094,0.1117,0.0428,0.0593,0.0386,499,312,74,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Wealth","","","",4,0.8035,0.56,0.2191,0.0435,0.0542,0.0504,628,431,130,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Wealth","","","",5,0.9036,0.7384,0.3259,0.0314,0.0399,0.0288,734,588,258,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Sex","Male","Yes","",,0.6185,0.3744,0.1,0.0258,0.0289,0.0127,879,535,150,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Sex","Male","No","",,0.4208,0.2217,0.0717,0.2148,0.1434,0.0718,8,4,1,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Sex","Female","Yes","",,0.6628,0.4093,0.101,0.028,0.0257,0.0138,882,540,151,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Sex","Female","No","",,0.6539,0.4246,0.0437,0.1974,0.2786,0.0819,6,4,1,,,,,,,,,,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Sex","Male","Yes","",,0.6207,0.413,0.14,0.0298,0.0292,0.0163,923,630,233,,,,,,,,,,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Sex","Female","Yes","",,0.6941,0.4507,0.1484,0.0266,0.0278,0.0195,971,656,230,,,,,,,,,,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Sex","Female","No","",,0.4654,0.4279,0.25,0.2142,0.2038,0.1989,3,3,1,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Sex","Male","Yes","",,0.8665,0.6779,0.2898,0.0144,0.0215,0.0219,1820,1486,701,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Sex","Male","No","",,0.8396,0.7269,0.4087,0.1866,0.1975,0.2368,9,8,4,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Sex","Female","Yes","",,0.8846,0.6854,0.2693,0.0154,0.0196,0.0196,1858,1505,688,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Sex","Female","No","",,0.8796,0.699,0.3609,0.2377,0.2444,0.3139,8,7,2,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Sex","Male","Yes","",,0.5325,0.2639,0.0462,0.0538,0.0349,0.0103,1085,614,138,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Sex","Male","No","",,0.1429,0.1229,0.0781,0.0835,0.0759,0.0494,6,6,4,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Sex","Female","Yes","",,0.5549,0.2622,0.0393,0.0418,0.0274,0.0082,1201,638,102,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Sex","Female","No","",,0.1905,0.0822,0.0394,0.0918,0.0619,0.0208,9,4,2,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Sex","Male","Yes","",,0.8208,0.5254,0.1216,0.0175,0.0209,0.0104,1400,942,272,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Sex","Male","No","",,0.84,0.6957,0.2334,0.1296,0.1201,0.1432,12,11,2,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Sex","Female","Yes","",,0.8019,0.4744,0.0809,0.0174,0.0203,0.0098,1274,813,185,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Sex","Female","No","",,0.8944,0.5571,0.179,0.1634,0.1565,0.1132,18,10,4,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Male","Yes","",,0.1202,0.0322,0.002,0.0145,0.0079,0.0016,237,65,3,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Male","No","",,0.1683,0.0055,0,0.126,0.0183,0,3,0,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Female","Yes","",,0.1488,0.0468,0.0039,0.0174,0.0097,0.0022,310,95,6,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Female","No","",,0.095,0.0403,0.0173,0.0784,0.0427,0.0244,3,1,1,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Sex","Male","Yes","",,0.5486,0.2885,0.0608,0.0264,0.0235,0.0111,1476,789,152,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Sex","Male","No","",,0.4797,0.278,0.1014,0.173,0.1439,0.0691,19,10,3,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Sex","Female","Yes","",,0.5475,0.2762,0.0563,0.0279,0.0282,0.0156,1231,611,97,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Sex","Female","No","",,0.4167,0.192,0.0326,0.1952,0.1385,0.0422,16,7,1,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Sex","Male","Yes","",,0.4136,0.1844,0.0417,0.02,0.0138,0.0084,950,434,85,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Sex","Male","No","",,0.1881,0.0491,0,0.0848,0.0647,0,21,4,0,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Sex","Female","Yes","",,0.3903,0.1642,0.0306,0.0222,0.0142,0.0055,839,350,55,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Sex","Female","No","",,0.21,0.071,0,0.0765,0.041,0,32,5,0,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Sex","Male","Yes","",,0.465,0.2017,0.0334,0.0273,0.0225,0.009,947,473,82,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Sex","Male","No","",,0.1652,0.0714,0.0176,0.0885,0.0518,0.0244,13,7,2,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Sex","Female","Yes","",,0.4833,0.2398,0.0426,0.0258,0.0204,0.0144,948,501,98,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Sex","Female","No","",,0.1992,0.1307,0.0398,0.1343,0.0893,0.0457,13,9,4,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Sex","Male","Yes","",,0.7347,0.4938,0.1461,0.0211,0.0225,0.015,1121,795,288,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Sex","Male","No","",,0.3466,0.1288,0.0184,0.0799,0.0486,0.0158,25,11,3,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Sex","Female","Yes","",,0.7472,0.5111,0.1429,0.0223,0.0196,0.0126,1158,854,297,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Sex","Female","No","",,0.3498,0.104,0.0273,0.0899,0.0426,0.0342,21,5,1,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Sex","Male","Yes","",,0.3394,0.123,0.0215,0.0249,0.017,0.0085,554,209,21,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Sex","Male","No","",,0.048,0.0115,0.0067,0.0299,0.0122,0.0086,5,1,1,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Sex","Female","Yes","",,0.327,0.1043,0.012,0.0186,0.0155,0.007,532,171,19,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Sex","Female","No","",,0.0589,0,0,0.0372,0,0,1,0,0,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Sex","Male","Yes","",,0.7733,0.5339,0.1825,0.0162,0.0187,0.0149,1417,986,335,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Sex","Female","Yes","",,0.7911,0.5572,0.1841,0.0152,0.0174,0.0143,1456,1046,347,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Sex","Male","Yes","",,0.4366,0.1643,0.017,0.028,0.022,0.005,603,257,45,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Sex","Male","No","",,0.1355,0.0818,0.003,0.0663,0.0466,0.0048,21,15,0,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Sex","Female","Yes","",,0.4447,0.1769,0.0216,0.0322,0.0233,0.0064,635,281,46,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Sex","Female","No","",,0.1317,0.0448,0.0064,0.0644,0.024,0.0055,17,9,2,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Sex","Male","Yes","",,0.6774,0.4279,0.1148,0.0234,0.0264,0.0185,1409,933,271,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Sex","Male","No","",,0.2037,0.0653,0.0018,0.0547,0.0322,0.0061,41,12,0,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Sex","Female","Yes","",,0.6264,0.3796,0.0901,0.0227,0.0219,0.0124,1218,788,218,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Sex","Female","No","",,0.1562,0.0527,0.0045,0.0487,0.027,0.0076,25,10,0,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Sex","Male","Yes","",,0.5097,0.2598,0.0372,0.0394,0.0373,0.0117,307,164,31,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Sex","Male","No","",,0.2876,0.1592,0.051,0.0378,0.0294,0.0206,247,120,27,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Sex","Female","Yes","",,0.521,0.2616,0.0563,0.0397,0.0369,0.0195,305,163,34,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Sex","Female","No","",,0.2747,0.1367,0.0429,0.0309,0.0262,0.0164,219,94,26,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Sex","Male","Yes","",,0.7124,0.4767,0.1708,0.0519,0.0396,0.0273,1144,738,239,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Sex","Male","No","",,0.6631,0.4719,0.1737,0.1934,0.2259,0.1476,23,11,3,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Sex","Female","Yes","",,0.7432,0.5316,0.1932,0.0313,0.0447,0.0306,1232,828,251,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Sex","Female","No","",,0.5428,0.2957,0.0867,0.1865,0.1908,0.076,24,14,2,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Location & Sex","Male","","Urban",,0.5999,0.3571,0.0894,0.0268,0.0279,0.0127,809,491,141,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Location & Sex","Male","","Rural",,0.5726,0.3219,0.1107,0.0351,0.0395,0.0389,338,185,38,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Location & Sex","Female","","Urban",,0.6443,0.3867,0.0991,0.0258,0.0222,0.0134,856,533,152,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Location & Sex","Female","","Rural",,0.6154,0.3662,0.0677,0.0397,0.0504,0.0228,346,185,42,,,,,,,,,,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Location & Sex","Male","","Urban",,0.6223,0.4144,0.1366,0.0329,0.0331,0.0174,897,640,247,,,,,,,,,,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Location & Sex","Male","","Rural",,0.4953,0.2854,0.0883,0.0434,0.0339,0.0206,223,124,28,,,,,,,,,,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Location & Sex","Female","","Urban",,0.6883,0.4538,0.1512,0.0322,0.0319,0.0218,934,664,233,,,,,,,,,,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Location & Sex","Female","","Rural",,0.5795,0.2817,0.0636,0.0399,0.0457,0.0321,225,110,33,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Sex","Male","","Urban",,0.8683,0.6797,0.2907,0.0159,0.0242,0.0232,1668,1397,709,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Sex","Male","","Rural",,0.7832,0.5178,0.1361,0.0308,0.0375,0.0242,427,297,81,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Sex","Female","","Urban",,0.8816,0.6861,0.2687,0.0178,0.0221,0.021,1609,1339,646,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Sex","Female","","Rural",,0.7934,0.5124,0.1408,0.03,0.0388,0.0239,448,312,90,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Sex","Male","","Urban",,0.6044,0.3136,0.0605,0.0671,0.0461,0.0137,851,531,133,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Sex","Male","","Rural",,0.3008,0.1137,0.0102,0.0692,0.0346,0.0056,282,108,13,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Sex","Female","","Urban",,0.6066,0.2995,0.0456,0.0517,0.0346,0.0096,1001,570,96,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Sex","Female","","Rural",,0.3172,0.1151,0.014,0.0586,0.0306,0.0109,254,93,10,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Sex","Male","","Urban",,0.8121,0.5186,0.1205,0.0193,0.0219,0.0106,1373,943,273,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Sex","Male","","Rural",,0.8091,0.5945,0.0723,0.0783,0.1423,0.0927,103,51,9,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Sex","Female","","Urban",,0.8016,0.4698,0.0805,0.018,0.0199,0.0104,1265,800,188,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Sex","Female","","Rural",,0.847,0.5978,0.1001,0.0937,0.1327,0.0918,86,58,9,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Male","","Urban",,0.1289,0.0337,0.0018,0.0168,0.0094,0.0013,199,54,3,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Male","","Rural",,0.0819,0.0216,0.0017,0.0223,0.012,0.0049,59,13,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Female","","Urban",,0.1369,0.0412,0.0031,0.0189,0.0105,0.0016,258,76,7,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Sex","Female","","Rural",,0.1469,0.0498,0.0052,0.028,0.0183,0.0057,76,26,0,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Sex","Male","","Urban",,0.5661,0.3039,0.0645,0.0262,0.0248,0.0125,1289,701,141,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Sex","Male","","Rural",,0.4707,0.2357,0.0532,0.048,0.0462,0.026,313,155,26,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Sex","Female","","Urban",,0.5628,0.2933,0.0539,0.0297,0.0293,0.0148,1028,522,79,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Sex","Female","","Rural",,0.5165,0.2569,0.0594,0.0503,0.05,0.0349,301,141,23,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Sex","Male","","Urban",,0.6277,0.3653,0.104,0.0336,0.0337,0.0207,492,262,74,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Sex","Male","","Rural",,0.2907,0.0809,0.0055,0.0246,0.0117,0.0027,609,221,18,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Sex","Female","","Urban",,0.6161,0.3209,0.0687,0.0305,0.0299,0.0148,508,226,50,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Sex","Female","","Rural",,0.2365,0.0621,0.0048,0.0266,0.0092,0.0023,455,166,11,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Sex","Male","","Urban",,0.5194,0.2265,0.0274,0.0276,0.0256,0.0065,589,342,61,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Sex","Male","","Rural",,0.3932,0.1658,0.0334,0.0391,0.0302,0.0127,465,186,32,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Sex","Female","","Urban",,0.4984,0.2408,0.0356,0.0506,0.0319,0.0093,545,348,76,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Sex","Female","","Rural",,0.4192,0.2096,0.0436,0.034,0.0278,0.0187,469,187,32,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Sex","Male","","Urban",,0.758,0.5077,0.158,0.0222,0.0229,0.0162,1076,785,299,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Sex","Male","","Rural",,0.5512,0.3274,0.0742,0.045,0.0371,0.0217,280,166,44,,,,,,,,,,,,,,,,,,
