"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Location","","Urban","",,0.9351,0.7357,0.3113,0.0068,0.0106,0.0126,2196,1735,740
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Location","","Rural","",,0.9295,0.7017,0.262,0.0114,0.0169,0.0159,909,697,270
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Location","","Urban","",,0.9116,0.7829,0.4691,0.0174,0.0219,0.0215,2253,1930,1136
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Location","","Rural","",,0.7392,0.5177,0.2486,0.0356,0.0423,0.035,942,659,320
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Location","","Urban","",,0.9851,0.8835,0.5404,0.0038,0.0107,0.0175,3135,2785,1712
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Location","","Rural","",,0.9638,0.7821,0.4272,0.0152,0.0385,0.0581,384,314,171
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Location","","Urban","",,0.2862,0.1048,0.0164,0.0134,0.0091,0.0032,931,340,53
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Location","","Rural","",,0.2158,0.0642,0.0093,0.0317,0.0154,0.0072,124,35,8
"LTU",2006,4,"Primary","PIRLS","Lithuania",440,"Location","","Urban","",,0.9927,0.8916,0.4743,0.0025,0.0095,0.0178,3964,3560,1882
"LTU",2006,4,"Primary","PIRLS","Lithuania",440,"Location","","Rural","",,0.9701,0.7708,0.2934,0.0101,0.0249,0.0327,656,518,207
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Location","","Urban","",,0.9883,0.8838,0.4909,0.0026,0.0093,0.0163,3589,3249,1872
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Location","","Rural","",,0.9651,0.7867,0.3573,0.0135,0.0348,0.036,494,418,208
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Location","","Urban","",,0.3432,0.1192,0.021,0.0265,0.0142,0.0089,501,172,29
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Location","","Rural","",,0.1794,0.0606,0.0044,0.043,0.0245,0.004,166,55,1
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Location","","Urban","",,0.94,0.7429,0.297,0.0119,0.028,0.0295,1600,1275,505
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Location","","Rural","",,0.8967,0.6267,0.1988,0.0117,0.0249,0.0189,1944,1339,456
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Location","","Urban","",,0.7538,0.5094,0.212,0.0251,0.0266,0.0181,1708,1148,471
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Location","","Rural","",,0.4968,0.2238,0.0468,0.0425,0.039,0.0167,490,216,39
"NLD",2006,4,"Primary","PIRLS","Netherlands",528,"Location","","Urban","",,0.9946,0.9035,0.4873,0.0041,0.0116,0.0207,2158,2002,1135
"NLD",2006,4,"Primary","PIRLS","Netherlands",528,"Location","","Rural","",,0.9927,0.9142,0.4933,0.0044,0.0122,0.0222,1436,1344,739
"NOR",2006,4,"Primary","PIRLS","Norway",578,"Location","","Urban","",,0.9298,0.6917,0.2479,0.0069,0.0164,0.0154,2038,1485,524
"NOR",2006,4,"Primary","PIRLS","Norway",578,"Location","","Rural","",,0.9074,0.6351,0.1891,0.0156,0.0279,0.0173,1281,912,265
"",2006,4,"Primary","PIRLS","Norway (5th grade)",9578,"Location","","Urban","",,0.9765,0.8688,0.4599,0.009,0.0172,0.0298,877,767,406
"",2006,4,"Primary","PIRLS","Norway (5th grade)",9578,"Location","","Rural","",,0.9816,0.8831,0.5083,0.0129,0.0277,0.0415,396,351,195
"NZL",2006,4,"Primary","PIRLS","New Zealand",554,"Location","","Urban","",,0.9239,0.7622,0.4471,0.0063,0.011,0.0118,4546,3752,2220
"NZL",2006,4,"Primary","PIRLS","New Zealand",554,"Location","","Rural","",,0.9246,0.7716,0.4602,0.0143,0.0254,0.0315,885,701,409
"POL",2006,4,"Primary","PIRLS","Poland",616,"Location","","Urban","",,0.9479,0.7687,0.4027,0.0064,0.0123,0.0156,3356,2735,1427
"POL",2006,4,"Primary","PIRLS","Poland",616,"Location","","Rural","",,0.9075,0.6823,0.3096,0.0114,0.0201,0.0219,1210,919,440
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Location","","Urban","",,0.3265,0.1061,0.0119,0.0077,0.0045,0.0015,1931,646,72
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Location","","Rural","",,0.2079,0.0595,0.0093,0.0446,0.0168,0.0096,38,9,3
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Location","","Urban","",,0.9075,0.718,0.3525,0.0167,0.0258,0.0257,2604,2079,1028
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Location","","Rural","",,0.7635,0.4924,0.1711,0.0353,0.0364,0.02,1051,658,215
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Location","","Urban","",,0.9966,0.9455,0.6949,0.0017,0.0088,0.0198,3625,3450,2554
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Location","","Rural","",,0.9574,0.7924,0.4232,0.0152,0.0274,0.0394,1051,866,450
"",2006,4,"Primary","PIRLS","Scotland",927,"Location","","Urban","",,0.9274,0.7686,0.4074,0.0092,0.0173,0.0198,2110,1764,973
"",2006,4,"Primary","PIRLS","Scotland",927,"Location","","Rural","",,0.9475,0.7724,0.4072,0.0185,0.0309,0.0399,658,534,299
"SGP",2006,4,"Primary","PIRLS","Singapore",702,"Location","","Urban","",,0.9665,0.8618,0.5792,0.0042,0.0102,0.0173,6143,5391,3588
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Location","","Urban","",,0.9681,0.8477,0.491,0.0073,0.0123,0.0174,3837,3361,1993
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Location","","Rural","",,0.9064,0.7234,0.3447,0.0202,0.0281,0.0279,1280,1038,500
"SVN",2006,4,"Primary","PIRLS","Slovenia",705,"Location","","Urban","",,0.9471,0.7708,0.3853,0.0059,0.0136,0.0153,3765,3083,1543
"SVN",2006,4,"Primary","PIRLS","Slovenia",705,"Location","","Rural","",,0.937,0.7091,0.308,0.0103,0.0214,0.0205,1163,910,388
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Location","","Urban","",,0.9812,0.8735,0.5229,0.0043,0.0102,0.0158,3816,3390,2031
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Location","","Rural","",,0.9836,0.8925,0.5294,0.009,0.02,0.0422,474,425,241
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location","","Urban","",,0.6892,0.4406,0.163,0.0247,0.0239,0.0168,2054,1368,517
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location","","Rural","",,0.5505,0.2608,0.064,0.0395,0.0285,0.0103,561,276,80
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Location","","Urban","",,0.3945,0.2601,0.1296,0.036,0.0326,0.02,1601,934,424
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Location","","Rural","",,0.1141,0.0417,0.0146,0.0081,0.0063,0.0048,1065,349,106
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Language","","","Yes",,0.9822,0.8589,0.4806,0.0034,0.0106,0.015,4219,3660,2065
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Language","","","No",,0.9331,0.6866,0.1965,0.0406,0.0816,0.0622,79,58,17
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Language","","","Yes",,0.9931,0.9073,0.5066,0.0017,0.0081,0.0143,4198,3843,2154
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Language","","","No",,0.9595,0.6798,0.2229,0.0333,0.0806,0.0497,86,69,21
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Language","","","Yes",,0.9279,0.6685,0.2439,0.0079,0.0157,0.0127,3699,2702,1011
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Language","","","No",,0.7689,0.4072,0.1454,0.086,0.0722,0.0517,51,24,9
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Language","","","Yes",,0.9596,0.8445,0.5383,0.0082,0.0162,0.0222,3460,3096,2019
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Language","","","No",,0.8456,0.5903,0.2689,0.0602,0.0877,0.0784,79,59,24
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Language","","","Yes",,0.9909,0.9024,0.5838,0.002,0.0091,0.016,3949,3614,2373
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Language","","","No",,0.9718,0.7302,0.3473,0.0331,0.0839,0.0865,47,36,16
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Language","","","Yes",,0.987,0.8921,0.5737,0.0029,0.0089,0.0161,3872,3506,2298
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Language","","","No",,0.9944,0.7696,0.4913,0.0179,0.087,0.0915,40,32,20
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Language","","","Yes",,0.9684,0.844,0.5038,0.0036,0.0093,0.0125,3932,3417,1991
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Language","","","No",,0.8334,0.5045,0.1472,0.081,0.0877,0.0758,52,32,5
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Language","","","Yes",,0.9816,0.88,0.5535,0.004,0.0109,0.0192,3521,3012,1740
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Language","","","No",,0.9664,0.8587,0.554,0.023,0.0344,0.0807,136,110,47
"",2006,4,"Primary","PIRLS","Canada, Quebec",9133,"Language","","","Yes",,0.9796,0.8461,0.4272,0.0036,0.0123,0.0187,3319,2851,1453
"",2006,4,"Primary","PIRLS","Canada, Quebec",9133,"Language","","","No",,0.9729,0.7741,0.3278,0.0311,0.0865,0.0843,69,59,23
"DEU",2006,4,"Primary","PIRLS","Germany",276,"Language","","","Yes",,0.989,0.9042,0.5676,0.0021,0.0076,0.0181,6257,5721,3557
"DEU",2006,4,"Primary","PIRLS","Germany",276,"Language","","","No",,0.901,0.7159,0.2493,0.0557,0.0991,0.0919,53,45,11
"DNK",2006,4,"Primary","PIRLS","Denmark",208,"Language","","","Yes",,0.9668,0.8572,0.528,0.0045,0.0105,0.0138,3743,3352,2114
"DNK",2006,4,"Primary","PIRLS","Denmark",208,"Language","","","No",,0.8938,0.7182,0.3582,0.0914,0.1,0.1033,31,25,14
"ENG",2006,4,"Primary","PIRLS","England",926,"Language","","","Yes",,0.9421,0.7976,0.4902,0.0053,0.0116,0.0135,3610,3034,1846
"ENG",2006,4,"Primary","PIRLS","England",926,"Language","","","No",,0.5972,0.3306,0.1006,0.0725,0.0793,0.058,25,14,5
"ESP",2006,4,"Primary","PIRLS","Spain",724,"Language","","","Yes",,0.946,0.7479,0.3354,0.0066,0.0131,0.0131,3391,2705,1275
"ESP",2006,4,"Primary","PIRLS","Spain",724,"Language","","","No",,0.9352,0.6435,0.2048,0.0248,0.0409,0.0335,251,175,61
"FRA",2006,4,"Primary","PIRLS","France",250,"Language","","","Yes",,0.9628,0.7752,0.3676,0.004,0.0115,0.0138,3839,3106,1509
"FRA",2006,4,"Primary","PIRLS","France",250,"Language","","","No",,0.8567,0.5642,0.0916,0.0636,0.1178,0.0707,22,13,2
"GEO",2006,4,"Primary","PIRLS","Georgia",268,"Language","","","Yes",,0.8435,0.5282,0.1639,0.0132,0.02,0.0144,3113,2023,606
"GEO",2006,4,"Primary","PIRLS","Georgia",268,"Language","","","No",,0.9555,0.8696,0.5145,0.1083,0.2467,0.3334,19,14,9
"HKG",2006,4,"Primary","PIRLS","Hong Kong",344,"Language","","","Yes",,0.993,0.9284,0.6257,0.002,0.008,0.0162,4447,4165,2821
"HKG",2006,4,"Primary","PIRLS","Hong Kong",344,"Language","","","No",,0.9761,0.8572,0.4944,0.0305,0.0441,0.0785,65,55,32
"HUN",2006,4,"Primary","PIRLS","Hungary",348,"Language","","","Yes",,0.9775,0.8684,0.5367,0.0048,0.0139,0.0171,3892,3541,2270
"HUN",2006,4,"Primary","PIRLS","Hungary",348,"Language","","","No",,0.5486,0.4101,0.2159,0.3346,0.2662,0.1703,13,9,5
"",2006,4,"Primary","PIRLS","Iceland (5th grade)",9352,"Language","","","Yes",,0.9853,0.8831,0.5417,0.0056,0.0151,0.0225,1306,1187,724
"",2006,4,"Primary","PIRLS","Iceland (5th grade)",9352,"Language","","","No",,0.9632,0.6379,0.3733,0.0761,0.1809,0.1827,10,6,4
"IDN",2006,4,"Primary","PIRLS","Indonesia",360,"Language","","","Yes",,0.5911,0.2263,0.034,0.0217,0.0177,0.0055,1846,746,103
"IDN",2006,4,"Primary","PIRLS","Indonesia",360,"Language","","","No",,0.5618,0.193,0.0165,0.0477,0.0304,0.0083,194,70,4
"IRN",2006,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language","","","Yes",,0.6747,0.3616,0.0966,0.0159,0.0144,0.0085,3168,1839,599
"IRN",2006,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language","","","No",,0.3548,0.1133,0.0126,0.0348,0.0204,0.0058,286,90,13
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Language","","","Yes",,0.9374,0.7328,0.3007,0.0071,0.0087,0.0106,3273,2576,1078
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Language","","","No",,0.9528,0.6721,0.1929,0.0456,0.13,0.0789,24,16,5
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Language","","","Yes",,0.9047,0.7686,0.4571,0.0102,0.0129,0.0139,2820,2387,1405
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Language","","","No",,0.7363,0.5049,0.208,0.065,0.0671,0.0474,98,65,30
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Language","","","Yes",,0.9856,0.8828,0.5466,0.003,0.012,0.0172,3060,2732,1704
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Language","","","No",,0.9586,0.7513,0.3009,0.0304,0.059,0.0779,68,51,20
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Language","","","Yes",,0.3539,0.1378,0.0255,0.0172,0.0107,0.0051,667,247,46
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Language","","","No",,0.304,0.1142,0.0144,0.0216,0.0147,0.0051,248,94,15
"LTU",2006,4,"Primary","PIRLS","Lithuania",440,"Language","","","Yes",,0.9892,0.8723,0.4391,0.0023,0.0085,0.0132,4433,3948,2046
"LTU",2006,4,"Primary","PIRLS","Lithuania",440,"Language","","","No",,1,0.8386,0.3503,0,0.1807,0.1859,12,12,4
"LUX",2006,4,"Primary","PIRLS","Luxembourg",442,"Language","","","Yes",,0.9923,0.9115,0.5927,0.0023,0.0067,0.012,2330,2137,1386
"LUX",2006,4,"Primary","PIRLS","Luxembourg",442,"Language","","","No",,0.9842,0.8708,0.5357,0.0037,0.0072,0.0111,2657,2352,1463
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Language","","","Yes",,0.9863,0.87,0.4708,0.0041,0.0107,0.0156,3827,3469,2012
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Language","","","No",,0.9606,0.803,0.3953,0.0326,0.0645,0.0939,85,72,27
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Language","","","Yes",,0.2931,0.1012,0.0146,0.02,0.0123,0.0054,686,227,35
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Language","","","No",,0.2074,0.0726,0.0091,0.0485,0.0291,0.0057,144,53,5
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Language","","","Yes",,0.9175,0.6756,0.2375,0.0089,0.0178,0.0161,3472,2578,948
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Language","","","No",,0.8671,0.6755,0.2752,0.0715,0.0968,0.0793,46,35,17
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Language","","","Yes",,0.7107,0.4513,0.174,0.0158,0.0172,0.0129,2335,1483,564
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Language","","","No",,0.6756,0.4296,0.0922,0.0954,0.0942,0.061,43,24,6
"NLD",2006,4,"Primary","PIRLS","Netherlands",528,"Language","","","Yes",,0.9951,0.9122,0.5008,0.0024,0.0071,0.0126,4039,3759,2123
"NLD",2006,4,"Primary","PIRLS","Netherlands",528,"Language","","","No",,0.9477,0.8371,0.2845,0.0618,0.0835,0.1491,27,25,10
"NOR",2006,4,"Primary","PIRLS","Norway",578,"Language","","","Yes",,0.9343,0.6957,0.2357,0.0082,0.0148,0.012,3201,2361,817
"NOR",2006,4,"Primary","PIRLS","Norway",578,"Language","","","No",,0.6606,0.3752,0.1154,0.1099,0.1175,0.0767,22,14,3
"",2006,4,"Primary","PIRLS","Norway (5th grade)",9578,"Language","","","Yes",,0.9778,0.8728,0.4792,0.0098,0.0169,0.0208,1656,1468,802
"",2006,4,"Primary","PIRLS","Norway (5th grade)",9578,"Language","","","No",,0.9983,0.7998,0.1746,0.0057,0.1505,0.1779,21,17,2
"NZL",2006,4,"Primary","PIRLS","New Zealand",554,"Language","","","Yes",,0.9317,0.779,0.4647,0.0054,0.0094,0.011,5357,4437,2642
"NZL",2006,4,"Primary","PIRLS","New Zealand",554,"Language","","","No",,0.8278,0.5448,0.2811,0.0492,0.072,0.0724,50,31,16
"POL",2006,4,"Primary","PIRLS","Poland",616,"Language","","","Yes",,0.9338,0.7392,0.3707,0.0065,0.0115,0.0117,4383,3535,1818
"POL",2006,4,"Primary","PIRLS","Poland",616,"Language","","","No",,0.772,0.5056,0.0747,0.2277,0.1965,0.0938,11,8,0
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Language","","","Yes",,0.3627,0.1236,0.0161,0.0071,0.0048,0.0021,1947,682,89
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Language","","","No",,0.1829,0.0534,0.0089,0.0343,0.0202,0.0069,33,9,2
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Language","","","Yes",,0.8755,0.6463,0.2864,0.0144,0.0192,0.0164,3516,2679,1241
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Language","","","No",,0.358,0.1531,0.0424,0.1059,0.065,0.0442,23,7,4
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Language","","","Yes",,0.989,0.9106,0.6267,0.0037,0.0102,0.0209,4468,4159,2927
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Language","","","No",,0.8871,0.6057,0.278,0.0604,0.087,0.0686,70,53,27
"",2006,4,"Primary","PIRLS","Scotland",927,"Language","","","Yes",,0.9349,0.7752,0.4113,0.0077,0.013,0.0154,3383,2832,1568
"",2006,4,"Primary","PIRLS","Scotland",927,"Language","","","No",,0.849,0.5647,0.1693,0.0771,0.1207,0.0798,33,23,7
"SGP",2006,4,"Primary","PIRLS","Singapore",702,"Language","","","Yes",,0.9718,0.8757,0.5972,0.004,0.0099,0.017,5726,5081,3425
"SGP",2006,4,"Primary","PIRLS","Singapore",702,"Language","","","No",,0.9199,0.7047,0.3445,0.0167,0.028,0.0382,327,247,128
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Language","","","Yes",,0.957,0.8196,0.4518,0.0068,0.0123,0.015,4816,4188,2412
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Language","","","No",,0.6526,0.4011,0.1483,0.1427,0.1173,0.0623,83,55,16
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Language","","","Yes",,0.9834,0.8852,0.5344,0.0036,0.0089,0.0148,4168,3744,2256
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Language","","","No",,0.9549,0.6742,0.2509,0.0531,0.1116,0.0979,43,28,9
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language","","","Yes",,0.6713,0.4016,0.1396,0.0199,0.018,0.0122,2556,1608,591
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language","","","No",,0.2762,0.122,0.0249,0.0606,0.04,0.0248,26,13,5
"TWN",2006,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language","","","Yes",,0.9747,0.8517,0.4454,0.0033,0.0096,0.013,4178,3694,1934
"TWN",2006,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language","","","No",,0.8279,0.5008,0.1145,0.0639,0.1072,0.052,39,25,5
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Language","","","Yes",,0.2786,0.1628,0.0774,0.0191,0.0177,0.0113,2379,1220,525
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Language","","","No",,0.1248,0.0457,0.0157,0.0171,0.0103,0.0046,138,40,7
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Wealth","","","",1,0.9611,0.7226,0.2526,0.0129,0.0246,0.0247,859,632,224
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Wealth","","","",2,0.9859,0.8472,0.4166,0.0056,0.0197,0.0229,830,706,336
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Wealth","","","",3,0.9823,0.8843,0.4759,0.0087,0.0178,0.0247,853,764,403
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Wealth","","","",4,0.9959,0.928,0.5724,0.0026,0.0126,0.0243,855,791,507
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Wealth","","","",5,0.9979,0.9704,0.7326,0.002,0.0095,0.0241,855,836,638
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Wealth","","","",1,0.9847,0.8101,0.2782,0.0057,0.0186,0.0254,775,644,212
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Wealth","","","",2,0.9938,0.9036,0.4406,0.0034,0.0133,0.0243,785,714,353
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Wealth","","","",3,0.9964,0.9325,0.5398,0.0028,0.0127,0.0236,780,734,413
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Wealth","","","",4,0.9985,0.9705,0.6425,0.0015,0.0069,0.0262,883,858,574
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Wealth","","","",5,0.9989,0.9779,0.721,0.0017,0.0087,0.0257,684,665,501
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Wealth","","","",1,0.8473,0.4915,0.0991,0.0185,0.0265,0.0145,560,315,66
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Wealth","","","",2,0.9324,0.6219,0.1677,0.0145,0.0254,0.018,635,440,127
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Wealth","","","",3,0.9642,0.7077,0.2516,0.0101,0.029,0.0205,610,458,161
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Wealth","","","",4,0.9746,0.8307,0.3728,0.0085,0.0242,0.0285,659,565,252
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Wealth","","","",5,0.9912,0.8927,0.5096,0.0048,0.0174,0.0308,629,560,319
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Wealth","","","",1,0.9051,0.713,0.352,0.0214,0.0357,0.0468,594,465,212
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Wealth","","","",2,0.9583,0.8328,0.4525,0.0119,0.0212,0.0305,641,556,309
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Wealth","","","",3,0.9889,0.8905,0.5776,0.006,0.0205,0.0353,629,580,384
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Wealth","","","",4,0.9908,0.9284,0.6763,0.0064,0.0175,0.0299,645,611,458
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Wealth","","","",5,0.9948,0.9557,0.7984,0.0052,0.0227,0.033,650,636,515
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Wealth","","","",1,0.9865,0.8588,0.4636,0.0078,0.0203,0.0313,608,534,287
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Wealth","","","",2,0.9897,0.8983,0.5855,0.0056,0.0162,0.0275,637,576,368
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Wealth","","","",3,0.9938,0.9296,0.616,0.0048,0.0165,0.0274,595,560,386
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Wealth","","","",4,0.9974,0.951,0.7044,0.0026,0.011,0.0295,612,586,435
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Wealth","","","",5,0.9954,0.9645,0.7523,0.0043,0.0102,0.0295,599,584,459
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Wealth","","","",1,0.9823,0.846,0.4523,0.0079,0.0244,0.0331,560,482,248
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Wealth","","","",2,0.9854,0.8742,0.5569,0.0077,0.0202,0.0253,578,514,327
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Wealth","","","",3,0.9937,0.9225,0.586,0.0042,0.014,0.0308,577,529,368
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Wealth","","","",4,0.995,0.9403,0.6997,0.0047,0.0157,0.025,570,534,403
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Wealth","","","",5,0.9991,0.9688,0.7751,0.0022,0.0116,0.0278,540,522,432
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Wealth","","","",1,0.9409,0.7382,0.3361,0.0111,0.0209,0.0227,675,527,228
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Wealth","","","",2,0.9644,0.8307,0.4502,0.0099,0.0157,0.0247,699,588,312
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Wealth","","","",3,0.9745,0.8684,0.5228,0.0086,0.0148,0.023,710,633,363
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Wealth","","","",4,0.9818,0.9008,0.6064,0.0055,0.0144,0.0246,687,629,417
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Wealth","","","",5,0.9893,0.9432,0.7068,0.0042,0.0109,0.0217,704,671,500
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Wealth","","","",1,0.9741,0.833,0.4533,0.0098,0.022,0.029,604,486,242
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Wealth","","","",2,0.9876,0.8816,0.521,0.0076,0.0169,0.0355,604,505,266
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Wealth","","","",3,0.9831,0.8884,0.58,0.0079,0.0179,0.0301,653,569,338
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Wealth","","","",4,0.9968,0.9356,0.6752,0.0022,0.0117,0.0311,570,520,329
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Wealth","","","",5,0.9937,0.9514,0.71,0.0057,0.0143,0.0385,613,576,388
"",2006,4,"Primary","PIRLS","Canada, Quebec",9133,"Wealth","","","",1,0.9732,0.7626,0.3027,0.0108,0.0277,0.0267,539,414,163
