"COUNTRY","year","grade","level","survey","iso_code3","iso_num","category","Wealth","Sex","Language","Location","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel1_se","rlevel2_se","rlevel1_no","rlevel2_no"
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",3,"","No","",0.1954,0.0701,0.0077,0,0.0553,0.0418,0.013,0,11,6,0,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",3,"","Yes","",0.3662,0.1522,0.0327,0.006,0.0248,0.015,0.0071,0.0033,368,163,41,4,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",4,"","No","",0.2645,0.1117,0.0304,0,0.0699,0.0483,0.0422,0,17,5,2,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",4,"","Yes","",0.4442,0.2094,0.0552,0.0107,0.0294,0.0259,0.0148,0.0078,460,213,54,6,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",5,"","No","",0.6248,0.4642,0.2536,0.09,0.0685,0.0729,0.0713,0.0622,44,31,20,9,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",5,"","Yes","",0.6583,0.4151,0.2035,0.0644,0.0264,0.0318,0.0251,0.0133,678,440,215,63,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",1,"","No","",0.066,0.0175,0.0041,0,0.0195,0.0078,0.0038,0,51,12,0,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",1,"","Yes","",0.1265,0.0357,0.0077,3e-04,0.025,0.0169,0.0053,9e-04,46,9,3,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",2,"","No","",0.0567,0.007,0.0029,5e-04,0.0218,0.0046,0.0026,0.0016,28,3,2,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",2,"","Yes","",0.1626,0.0435,0.008,0,0.0252,0.0121,0.0058,0,81,22,3,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",3,"","No","",0.1115,0.0371,0.0077,0,0.0215,0.0128,0.0051,0,41,11,4,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",3,"","Yes","",0.2028,0.0592,0.0124,9e-04,0.0272,0.0144,0.0077,0.0021,132,34,3,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",4,"","No","",0.1836,0.0572,0.0074,0,0.0432,0.0166,0.0078,0,48,16,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",4,"","Yes","",0.3084,0.1096,0.0219,0.0033,0.0283,0.0215,0.0072,0.0024,213,68,14,2,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",5,"","No","",0.3786,0.1957,0.0812,0.0126,0.0501,0.0389,0.0262,0.0097,73,40,12,1,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",5,"","Yes","",0.5275,0.2679,0.0901,0.0156,0.0358,0.0326,0.0213,0.0097,413,225,63,10,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",1,"","No","",0.1281,0.0165,6e-04,0,0.0332,0.0116,0.0013,0,31,8,1,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",1,"","Yes","",0.2607,0.0713,0.0094,6e-04,0.0289,0.0137,0.006,0.0016,205,61,11,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",2,"","No","",0.1016,0.0172,0.0013,0,0.0369,0.0096,0.0013,0,37,12,1,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",2,"","Yes","",0.3134,0.0806,0.0149,0.0014,0.0255,0.0133,0.0068,0.002,244,62,16,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",3,"","No","",0.2119,0.0529,0.0052,0,0.0452,0.0205,0.0102,0,50,10,2,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",3,"","Yes","",0.3517,0.1151,0.0268,0.0032,0.0261,0.0168,0.0093,0.0041,288,85,16,2,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",4,"","No","",0.2827,0.0942,0.0258,8e-04,0.0578,0.0269,0.0174,0.0018,68,16,4,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",4,"","Yes","",0.4376,0.1528,0.0294,0.0019,0.0249,0.0181,0.0094,0.0024,373,128,24,2,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",5,"","No","",0.4437,0.1614,0.042,0.0073,0.0615,0.0456,0.0226,0.0064,85,26,9,2,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",5,"","Yes","",0.6408,0.3414,0.1183,0.0213,0.026,0.0298,0.0207,0.0093,604,327,110,16,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",1,"","No","",0.5723,0.3239,0.1376,0.0277,0.0479,0.0415,0.0327,0.0126,161,93,35,8,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",1,"","Yes","",0.6588,0.4486,0.2269,0.0815,0.0355,0.0347,0.0287,0.0177,431,305,156,50,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",2,"","No","",0.7113,0.4691,0.243,0.0812,0.0461,0.0528,0.0492,0.0266,140,92,54,19,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",2,"","Yes","",0.7752,0.5781,0.3155,0.1289,0.0328,0.0341,0.029,0.0227,564,429,237,100,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",3,"","No","",0.8134,0.6223,0.3707,0.1652,0.0431,0.0483,0.0609,0.0523,109,82,45,19,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",3,"","Yes","",0.8629,0.6852,0.4193,0.1905,0.0186,0.0293,0.0304,0.0255,658,525,336,159,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",4,"","No","",0.8638,0.6624,0.3946,0.1766,0.0448,0.0574,0.0543,0.0543,123,92,61,27,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",4,"","Yes","",0.9212,0.765,0.5108,0.2409,0.0159,0.0233,0.0305,0.0273,715,588,408,200,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",5,"","No","",0.947,0.8426,0.6298,0.366,0.0214,0.0428,0.0614,0.0541,153,133,97,60,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",5,"","Yes","",0.9692,0.8668,0.6375,0.3555,0.0083,0.0178,0.0289,0.0286,700,628,465,259,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",1,"","No","",0.108,0.0254,0.0043,0,0.0159,0.0056,0.0029,0,119,27,6,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",1,"","Yes","",0.028,0.0078,0,0,0.0221,0.0128,0,0,1,1,0,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",2,"","No","",0.2459,0.0819,0.014,0.0011,0.0203,0.0119,0.0042,0.0011,273,87,14,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",2,"","Yes","",0.0847,0.0185,0.0037,0,0.0439,0.0197,0.0081,0,4,1,1,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",3,"","No","",0.336,0.1232,0.0337,0.0032,0.0229,0.015,0.0073,0.0021,391,144,46,4,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",3,"","Yes","",0.1003,0.0296,0,0,0.0493,0.0265,0,0,5,1,0,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",4,"","No","",0.4243,0.1929,0.0527,0.0087,0.0218,0.018,0.0092,0.0039,493,208,53,6,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",4,"","Yes","",0.3116,0.1679,0.0897,0.0197,0.0671,0.053,0.0453,0.0254,20,11,6,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",5,"","No","",0.6774,0.4194,0.1669,0.038,0.023,0.0265,0.0216,0.0114,738,440,169,49,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",5,"","Yes","",0.7707,0.596,0.3332,0.1358,0.0689,0.0907,0.0875,0.062,90,70,42,15,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",1,"","No","",0.8144,0.6648,0.4836,0.2913,0.054,0.0668,0.0597,0.0583,226,180,131,70,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",1,"","Yes","",0.947,0.8694,0.708,0.4799,0.0154,0.0252,0.0296,0.0305,656,604,481,338,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",2,"","No","",0.8392,0.6842,0.5354,0.3731,0.058,0.0812,0.1062,0.1085,52,41,28,21,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",2,"","Yes","",0.9807,0.9311,0.8016,0.5831,0.0053,0.0114,0.0176,0.024,885,838,733,521,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",3,"","No","",0.954,0.8368,0.6995,0.518,0.0466,0.0947,0.1176,0.1388,28,26,21,11,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",3,"","Yes","",0.9862,0.9418,0.8392,0.6679,0.0044,0.0107,0.0208,0.0229,933,893,798,640,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",4,"","No","",0.9544,0.9294,0.8284,0.6548,0.041,0.0512,0.0776,0.1093,31,30,26,20,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",4,"","Yes","",0.9916,0.9569,0.8716,0.7104,0.0039,0.0084,0.0189,0.0197,919,884,817,663,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",5,"","No","",0.9366,0.8967,0.8698,0.7717,0.0472,0.0605,0.0712,0.087,27,26,25,23,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",5,"","Yes","",0.9983,0.9839,0.9415,0.8512,0.0016,0.0065,0.0099,0.0151,935,926,889,803,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",1,"","","Rural",0.2386,0.0758,0.0166,7e-04,0.0238,0.0119,0.006,0.0012,176,55,12,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",1,"","","Urban",0.2528,0.0926,0.024,0.0047,0.0327,0.0212,0.0104,0.0053,114,37,11,3,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",2,"","","Rural",0.2885,0.094,0.017,0.0024,0.0246,0.0163,0.0075,0.0031,160,51,5,1,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",2,"","","Urban",0.3289,0.1266,0.0275,7e-04,0.0316,0.0233,0.0129,0.0022,128,45,10,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",3,"","","Rural",0.3174,0.116,0.0221,0.0034,0.0296,0.0209,0.0069,0.0035,163,71,15,1,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",3,"","","Urban",0.4,0.1822,0.0416,0.0082,0.036,0.0216,0.012,0.0051,213,97,26,3,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",4,"","","Rural",0.3527,0.1449,0.0315,0.0012,0.0287,0.0328,0.0128,0.002,155,64,15,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",4,"","","Urban",0.4965,0.2502,0.0712,0.0169,0.0438,0.0393,0.0237,0.0127,317,152,40,6,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",5,"","","Rural",0.477,0.2137,0.0758,0.0062,0.0511,0.0477,0.0265,0.0104,87,33,14,1,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",5,"","","Urban",0.7024,0.4686,0.2385,0.0804,0.0284,0.0359,0.0277,0.0143,633,437,221,71,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",1,"","","Rural",0.0928,0.025,0.0055,0,0.0184,0.0107,0.0039,0,76,16,2,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",1,"","","Urban",0.0528,0.0217,0.0054,9e-04,0.0258,0.017,0.0066,0.0029,9,3,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",2,"","","Rural",0.1093,0.0247,0.0055,3e-04,0.0175,0.0079,0.0046,9e-04,85,18,4,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",2,"","","Urban",0.1674,0.0507,0.0086,0,0.055,0.0237,0.0145,0,19,7,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",3,"","","Rural",0.144,0.0435,0.0089,4e-04,0.02,0.0101,0.0058,0.0013,112,30,5,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",3,"","","Urban",0.2656,0.083,0.0178,0.0013,0.042,0.0263,0.0126,0.0029,53,14,2,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",4,"","","Rural",0.2433,0.0809,0.0137,8e-04,0.0284,0.0181,0.0068,0.0013,151,49,8,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",4,"","","Urban",0.3836,0.1423,0.0323,0.0071,0.0504,0.0318,0.0135,0.0062,103,34,7,2,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",5,"","","Rural",0.4367,0.2345,0.0909,0.016,0.0611,0.0509,0.029,0.0095,197,110,44,7,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",5,"","","Urban",0.5593,0.2763,0.0884,0.0146,0.0428,0.039,0.0313,0.0115,284,154,30,4,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",1,"","","Rural",0.2196,0.0517,0.0055,4e-04,0.0289,0.012,0.0049,0.0013,161,45,7,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",1,"","","Urban",0.2489,0.0783,0.0121,9e-04,0.0575,0.0288,0.0099,0.0021,68,21,4,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",2,"","","Rural",0.2505,0.0572,0.0099,9e-04,0.03,0.012,0.005,0.0018,191,43,8,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",2,"","","Urban",0.2548,0.0828,0.0176,0.0017,0.0383,0.021,0.0119,0.0038,83,29,9,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",3,"","","Rural",0.3253,0.1001,0.0212,0.0026,0.0284,0.0169,0.0076,0.0041,199,53,9,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",3,"","","Urban",0.293,0.0943,0.0216,0.0022,0.0353,0.0189,0.0092,0.0028,134,40,9,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",4,"","","Rural",0.4164,0.1463,0.0321,4e-04,0.0361,0.0297,0.017,0.0012,169,53,8,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",4,"","","Urban",0.3917,0.1287,0.0231,0.0024,0.0299,0.0242,0.0096,0.0039,263,87,18,3,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",5,"","","Rural",0.5344,0.2548,0.0761,0.0114,0.0458,0.048,0.0283,0.0149,124,54,17,2,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",5,"","","Urban",0.639,0.3364,0.1172,0.0225,0.0351,0.0336,0.0238,0.009,554,292,99,16,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",1,"","","Rural",0.5821,0.3481,0.1498,0.0386,0.041,0.033,0.029,0.0119,235,143,57,15,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",1,"","","Urban",0.68,0.4701,0.2469,0.0903,0.0377,0.0391,0.0336,0.0236,357,255,134,43,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",2,"","","Rural",0.7508,0.5519,0.2754,0.0866,0.0557,0.0608,0.0456,0.0305,246,186,91,36,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",2,"","","Urban",0.7686,0.5582,0.315,0.1374,0.0344,0.0372,0.0322,0.0257,458,335,200,83,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",3,"","","Rural",0.8289,0.6261,0.3446,0.1323,0.0338,0.0457,0.0483,0.0291,187,144,82,34,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",3,"","","Urban",0.8651,0.6939,0.437,0.207,0.023,0.0325,0.0359,0.0295,580,463,299,144,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",4,"","","Rural",0.9323,0.737,0.4406,0.1566,0.0269,0.0443,0.0492,0.0362,171,138,84,36,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",4,"","","Urban",0.9065,0.7525,0.5076,0.2522,0.0181,0.025,0.0339,0.0289,667,542,385,191,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",5,"","","Rural",0.9617,0.8462,0.6179,0.3354,0.0247,0.042,0.0609,0.0706,133,118,88,45,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",5,"","","Urban",0.9658,0.8657,0.6398,0.362,0.0086,0.0187,0.0305,0.0288,720,643,474,274,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",1,"","","Rural",0.0759,0.0149,0.003,0,0.0195,0.0064,0.0027,0,47,8,2,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",1,"","","Urban",0.1381,0.037,0.0053,0,0.0274,0.0105,0.005,0,73,20,4,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",2,"","","Rural",0.2226,0.0729,0.0124,5e-04,0.0321,0.0173,0.0075,0.0017,101,35,2,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",2,"","","Urban",0.2453,0.0815,0.014,0.0016,0.0259,0.0167,0.006,0.0019,176,53,13,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",3,"","","Rural",0.3172,0.1121,0.0265,0.0044,0.037,0.0248,0.0107,0.0042,135,54,13,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",3,"","","Urban",0.3295,0.1232,0.036,0.002,0.0265,0.019,0.0089,0.0021,261,91,33,3,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",4,"","","Rural",0.3725,0.1574,0.0435,0.0101,0.0455,0.0289,0.0157,0.0081,128,45,12,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",4,"","","Urban",0.4399,0.2072,0.0595,0.0089,0.0264,0.0244,0.0132,0.0043,385,174,47,5,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",5,"","","Rural",0.6123,0.3522,0.1288,0.0228,0.0722,0.0798,0.0484,0.0152,150,80,28,7,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",5,"","","Urban",0.7087,0.4621,0.1997,0.0552,0.0292,0.0384,0.0355,0.0206,678,430,183,57,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",1,"","","Rural",0.8996,0.7946,0.6178,0.4,0.0272,0.0361,0.0378,0.038,648,569,433,277,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",1,"","","Urban",0.9264,0.8424,0.7031,0.487,0.0471,0.0771,0.079,0.0712,231,212,176,128,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",2,"","","Rural",0.9722,0.9171,0.789,0.5775,0.0101,0.0177,0.0245,0.0324,572,537,470,335,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",2,"","","Urban",0.969,0.9081,0.7723,0.5511,0.015,0.0217,0.0294,0.0367,360,337,287,204,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",3,"","","Rural",0.9859,0.9366,0.8435,0.6827,0.0064,0.0183,0.0301,0.0314,515,488,439,357,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",3,"","","Urban",0.9834,0.9409,0.8222,0.6333,0.0072,0.0168,0.027,0.0318,436,422,372,286,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",4,"","","Rural",0.9917,0.9582,0.8793,0.7196,0.006,0.0157,0.031,0.0318,359,347,319,258,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",4,"","","Urban",0.9891,0.9538,0.8623,0.6979,0.0049,0.0089,0.0195,0.0245,587,563,520,421,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",5,"","","Rural",0.9944,0.9786,0.9342,0.8452,0.0056,0.0153,0.0246,0.0332,170,169,161,141,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",5,"","","Urban",0.997,0.9819,0.9403,0.8501,0.0021,0.0064,0.0108,0.0185,783,774,744,677,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Female","No","",0.3253,0.1866,0.0823,0.0293,0.0502,0.0395,0.0234,0.0227,49,24,12,6,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Female","Yes","",0.4285,0.2023,0.0696,0.0196,0.0196,0.0177,0.0112,0.0063,1137,533,184,44,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Male","No","",0.1948,0.0961,0.0378,0.007,0.0324,0.0256,0.0175,0.0069,41,20,10,3,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Male","Yes","",0.371,0.1753,0.0577,0.0124,0.0178,0.0148,0.0083,0.0033,940,472,165,33,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Female","No","",0.1005,0.0347,0.0099,5e-04,0.0157,0.0077,0.0055,0.0011,96,35,6,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Female","Yes","",0.3009,0.1212,0.0312,0.0044,0.0239,0.0142,0.0076,0.0029,469,197,39,4,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Male","No","",0.1231,0.041,0.0122,0.0017,0.0193,0.0086,0.0045,0.0015,146,47,13,1,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Male","Yes","",0.2664,0.1043,0.0306,0.0047,0.0216,0.0147,0.0083,0.0026,417,162,47,8,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Female","No","",0.1948,0.0542,0.0127,3e-04,0.03,0.0113,0.0066,7e-04,132,38,8,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Female","Yes","",0.4024,0.1446,0.0351,0.0036,0.0185,0.0135,0.0059,0.0015,828,326,84,8,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Male","No","",0.1926,0.0494,0.0077,0.0014,0.0317,0.0127,0.0047,0.0013,140,35,9,3,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Male","Yes","",0.374,0.1421,0.0377,0.0064,0.019,0.013,0.0064,0.0033,886,337,93,13,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Female","No","",0.7833,0.5662,0.325,0.1374,0.0285,0.0342,0.0349,0.0276,370,265,156,71,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Female","Yes","",0.8659,0.7062,0.446,0.2121,0.0155,0.023,0.0284,0.0216,1610,1332,857,413,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Male","No","",0.7093,0.5135,0.3118,0.1433,0.0317,0.0397,0.038,0.0274,316,227,136,62,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Male","Yes","",0.8103,0.6311,0.3961,0.1846,0.0249,0.0267,0.0251,0.0167,1458,1143,745,355,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex",,"Female","No","",0.3833,0.1761,0.0563,0.0098,0.0213,0.0158,0.0077,0.0033,1103,474,157,32,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex",,"Female","Yes","",0.3187,0.1801,0.0572,0.0075,0.0612,0.0542,0.027,0.0123,49,28,9,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex",,"Male","No","",0.3278,0.157,0.0508,0.0102,0.0182,0.0134,0.0082,0.0036,913,433,131,28,,,,,,
